gene_id	genes	cluster	original_id	gene_biotype	external_gene_name	entrezgene_id	description	chromosome_name	start_position	end_position	strand
ENSG00000137273	ENSG00000137273	4	ENSG00000137273	protein_coding	FOXF2	2295	forkhead box F2 [Source:HGNC Symbol;Acc:HGNC:3810]	6	1389576	1395603	1
ENSG00000137574	ENSG00000137574	4	ENSG00000137574	protein_coding	TGS1	96764	trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]	8	55773446	55826445	1
ENSG00000137656	ENSG00000137656	4	ENSG00000137656	protein_coding	BUD13	84811	BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]	11	116748170	116772987	-1
ENSG00000139263	ENSG00000139263	4	ENSG00000139263	protein_coding	LRIG3	121227	leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]	12	58872149	58920504	-1
ENSG00000139266	ENSG00000139266	4	ENSG00000139266	protein_coding	MARCHF9	92979	membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]	12	57755103	57760411	1
ENSG00000140044	ENSG00000140044	4	ENSG00000140044	protein_coding	JDP2	122953	Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]	14	75427716	75474111	1
ENSG00000140564	ENSG00000140564	4	ENSG00000140564	protein_coding	FURIN	5045	furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]	15	90868588	90883564	1
ENSG00000140650	ENSG00000140650	4	ENSG00000140650	protein_coding	PMM2	5373	phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115]	16	8788823	8862534	1
ENSG00000141026	ENSG00000141026	4	ENSG00000141026	protein_coding	MED9	55090	mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]	17	17476994	17493221	1
ENSG00000141556	ENSG00000141556	4	ENSG00000141556	protein_coding	TBCD	6904	tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]	17	82752042	82945914	1
ENSG00000142686	ENSG00000142686	4	ENSG00000142686	protein_coding	C1orf216	127703	chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800]	1	35713877	35718894	-1
ENSG00000143093	ENSG00000143093	4	ENSG00000143093	protein_coding	STRIP1	85369	striatin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25916]	1	110031577	110074641	1
ENSG00000144120	ENSG00000144120	4	ENSG00000144120	protein_coding	TMEM177	80775	transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]	2	119679167	119686507	1
ENSG00000144647	ENSG00000144647	4	ENSG00000144647	protein_coding	POMGNT2	84892	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]	3	43079229	43106085	-1
ENSG00000145860	ENSG00000145860	4	ENSG00000145860	protein_coding	RNF145	153830	ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]	5	159157409	159210053	-1
ENSG00000148331	ENSG00000148331	4	ENSG00000148331	protein_coding	ASB6	140459	ankyrin repeat and SOCS box containing 6 [Source:HGNC Symbol;Acc:HGNC:17181]	9	129634604	129642169	-1
ENSG00000148572	ENSG00000148572	4	ENSG00000148572	protein_coding	NRBF2	29982	nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692]	10	63133247	63155031	1
ENSG00000148606	ENSG00000148606	4	ENSG00000148606	protein_coding	POLR3A	11128	RNA polymerase III subunit A [Source:HGNC Symbol;Acc:HGNC:30074]	10	77953148	78029522	-1
ENSG00000149658	ENSG00000149658	4	ENSG00000149658	protein_coding	YTHDF1	54915	YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]	20	63195429	63216139	-1
ENSG00000151065	ENSG00000151065	4	ENSG00000151065	protein_coding	DCP1B	196513	decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]	12	1946053	2004535	-1
ENSG00000152382	ENSG00000152382	4	ENSG00000152382	protein_coding	TADA1	117143	transcriptional adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30631]	1	166856510	166876264	-1
ENSG00000153066	ENSG00000153066	4	ENSG00000153066	protein_coding	TXNDC11	51061	thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]	16	11679083	11742857	-1
ENSG00000155287	ENSG00000155287	4	ENSG00000155287	protein_coding	SLC25A28	81894	solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]	10	99610519	99622793	-1
ENSG00000156642	ENSG00000156642	4	ENSG00000156642	protein_coding	NPTN	27020	neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]	15	73560014	73634134	-1
ENSG00000156853	ENSG00000156853	4	ENSG00000156853	protein_coding	ZNF689	115509	zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]	16	30602558	30624012	-1
ENSG00000156858	ENSG00000156858	4	ENSG00000156858	protein_coding	PRR14	78994	proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]	16	30650717	30656413	1
ENSG00000156875	ENSG00000156875	4	ENSG00000156875	protein_coding	MFSD14A	64645	major facilitator superfamily domain containing 14A [Source:HGNC Symbol;Acc:HGNC:23363]	1	100038095	100083377	1
ENSG00000156983	ENSG00000156983	4	ENSG00000156983	protein_coding	BRPF1	7862	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]	3	9731729	9748019	1
ENSG00000157557	ENSG00000157557	4	ENSG00000157557	protein_coding	ETS2	2114	ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]	21	38805183	38824955	1
ENSG00000157881	ENSG00000157881	4	ENSG00000157881	protein_coding	PANK4	55229	pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]	1	2508537	2526597	-1
ENSG00000158435	ENSG00000158435	4	ENSG00000158435	protein_coding	CNOT11	55571	CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]	2	101252886	101270316	1
ENSG00000158480	ENSG00000158480	4	ENSG00000158480	protein_coding	SPATA2	9825	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]	20	49903391	49915529	-1
ENSG00000158773	ENSG00000158773	4	ENSG00000158773	protein_coding	USF1	7391	upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]	1	161039251	161045977	-1
ENSG00000159314	ENSG00000159314	4	ENSG00000159314	protein_coding	ARHGAP27	201176	Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]	17	45393902	45434421	-1
ENSG00000160404	ENSG00000160404	4	ENSG00000160404	protein_coding	TOR2A	27433	torsin family 2 member A [Source:HGNC Symbol;Acc:HGNC:11996]	9	127731524	127735313	-1
ENSG00000160972	ENSG00000160972	4	ENSG00000160972	protein_coding	PPP1R16A	84988	protein phosphatase 1 regulatory subunit 16A [Source:HGNC Symbol;Acc:HGNC:14941]	8	144477969	144502121	1
ENSG00000160993	ENSG00000160993	4	ENSG00000160993	protein_coding	ALKBH4	54784	alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]	7	102456238	102464863	-1
ENSG00000161204	ENSG00000161204	4	ENSG00000161204	protein_coding	ABCF3	55324	ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]	3	184186095	184194012	1
ENSG00000161638	ENSG00000161638	4	ENSG00000161638	protein_coding	ITGA5	3678	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	12	54395261	54419266	-1
ENSG00000162063	ENSG00000162063	4	ENSG00000162063	protein_coding	CCNF	899	cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]	16	2429394	2458854	1
ENSG00000162073	ENSG00000162073	4	ENSG00000162073	protein_coding	PAQR4	124222	progestin and adipoQ receptor family member 4 [Source:HGNC Symbol;Acc:HGNC:26386]	16	2969270	2973484	1
ENSG00000162227	ENSG00000162227	4	ENSG00000162227	protein_coding	TAF6L	10629	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]	11	62771357	62787342	1
ENSG00000162889	ENSG00000162889	4	ENSG00000162889	protein_coding	MAPKAPK2	9261	MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	1	206684905	206734281	1
ENSG00000163026	ENSG00000163026	4	ENSG00000163026	protein_coding	WDCP	80304	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]	2	24029347	24049575	-1
ENSG00000164045	ENSG00000164045	4	ENSG00000164045	protein_coding	CDC25A	993	cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]	3	48157146	48188417	-1
