gene_id	genes	cluster	original_id	gene_biotype	external_gene_name	entrezgene_id	description	chromosome_name	start_position	end_position	strand
ENSG00000111678	ENSG00000111678	8	ENSG00000111678	protein_coding	C12orf57	113246	chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]	12	6942978	6946003	1
ENSG00000114315	ENSG00000114315	8	ENSG00000114315	protein_coding	HES1	3280	hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]	3	194136148	194138732	1
ENSG00000115738	ENSG00000115738	8	ENSG00000115738	protein_coding	ID2	3398	inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]	2	8678845	8684461	1
ENSG00000116717	ENSG00000116717	8	ENSG00000116717	protein_coding	GADD45A	1647	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]	1	67685201	67688334	1
ENSG00000116741	ENSG00000116741	8	ENSG00000116741	protein_coding	RGS2	5997	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	1	192809039	192812275	1
ENSG00000120129	ENSG00000120129	8	ENSG00000120129	protein_coding	DUSP1	1843	dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]	5	172768096	172771195	-1
ENSG00000120616	ENSG00000120616	8	ENSG00000120616	protein_coding	EPC1	80314	enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]	10	32267751	32378798	-1
ENSG00000122035	ENSG00000122035	8	ENSG00000122035	protein_coding	RASL11A	387496	RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]	13	27270830	27275192	1
ENSG00000124216	ENSG00000124216	8	ENSG00000124216	protein_coding	SNAI1	6615	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]	20	49982980	49988886	1
ENSG00000125657	ENSG00000125657	8	ENSG00000125657	protein_coding	TNFSF9	8744	TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]	19	6531026	6535924	1
ENSG00000128422	ENSG00000128422	8	ENSG00000128422	protein_coding	KRT17	3872	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	17	41619442	41624842	-1
ENSG00000128917	ENSG00000128917	8	ENSG00000128917	protein_coding	DLL4	54567	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]	15	40929340	40939073	1
ENSG00000128965	ENSG00000128965	8	ENSG00000128965	protein_coding	CHAC1	79094	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	15	40952962	40956512	1
ENSG00000130066	ENSG00000130066	8	ENSG00000130066	protein_coding	SAT1	6303	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786210	1
ENSG00000130513	ENSG00000130513	8	ENSG00000130513	protein_coding	GDF15	9518	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	19	18374731	18389176	1
ENSG00000130522	ENSG00000130522	8	ENSG00000130522	protein_coding	JUND	3727	JunD proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6206]	19	18279694	18281622	-1
ENSG00000132002	ENSG00000132002	8	ENSG00000132002	protein_coding	DNAJB1	3337	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]	19	14514769	14560391	-1
ENSG00000133639	ENSG00000133639	8	ENSG00000133639	protein_coding	BTG1	694	BTG anti-proliferation factor 1 [Source:HGNC Symbol;Acc:HGNC:1130]	12	92140278	92145846	-1
ENSG00000136152	ENSG00000136152	8	ENSG00000136152	protein_coding	COG3	83548	component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]	13	45464898	45536701	1
ENSG00000136158	ENSG00000136158	8	ENSG00000136158	protein_coding	SPRY2	10253	sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]	13	80335976	80341126	-1
ENSG00000136244	ENSG00000136244	8	ENSG00000136244	protein_coding	IL6	3569	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	7	22725884	22732002	1
ENSG00000137331	ENSG00000137331	8	ENSG00000137331	protein_coding	IER3	8870	immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]	6	30743199	30744548	-1
ENSG00000137821	ENSG00000137821	8	ENSG00000137821	protein_coding	LRRC49	54839	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]	15	70853239	71053658	1
ENSG00000138166	ENSG00000138166	8	ENSG00000138166	protein_coding	DUSP5	1847	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	10	110497907	110511533	1
ENSG00000139289	ENSG00000139289	8	ENSG00000139289	protein_coding	PHLDA1	22822	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	12	76025447	76031776	-1
ENSG00000141682	ENSG00000141682	8	ENSG00000141682	protein_coding	PMAIP1	5366	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]	18	59899996	59904305	1
ENSG00000142871	ENSG00000142871	8	ENSG00000142871	protein_coding	CCN1	3491	cellular communication network factor 1 [Source:HGNC Symbol;Acc:HGNC:2654]	1	85580761	85584589	1
ENSG00000143333	ENSG00000143333	8	ENSG00000143333	protein_coding	RGS16	6004	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	1	182598623	182604389	-1
ENSG00000143353	ENSG00000143353	8	ENSG00000143353	protein_coding	LYPLAL1	127018	lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]	1	219173869	219212865	1
ENSG00000143878	ENSG00000143878	8	ENSG00000143878	protein_coding	RHOB	388	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	2	20447074	20449440	1
ENSG00000144395	ENSG00000144395	8	ENSG00000144395	protein_coding	CCDC150	284992	coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]	2	196639554	196763490	1
ENSG00000144802	ENSG00000144802	8	ENSG00000144802	protein_coding	NFKBIZ	64332	NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]	3	101827991	101861022	1
ENSG00000145390	ENSG00000145390	8	ENSG00000145390	protein_coding	USP53	54532	ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]	4	119212587	119295518	1
ENSG00000148357	ENSG00000148357	8	ENSG00000148357	protein_coding	HMCN2	256158	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]	9	130265760	130434123	1
ENSG00000148926	ENSG00000148926	8	ENSG00000148926	protein_coding	ADM	133	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	11	10305073	10307397	1
ENSG00000153234	ENSG00000153234	8	ENSG00000153234	protein_coding	NR4A2	4929	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]	2	156324437	156342348	-1
ENSG00000153714	ENSG00000153714	8	ENSG00000153714	protein_coding	LURAP1L	286343	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	9	12775020	12823060	1
ENSG00000154734	ENSG00000154734	8	ENSG00000154734	protein_coding	ADAMTS1	9510	ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]	21	26835755	26845409	-1
ENSG00000155085	ENSG00000155085	8	ENSG00000155085	protein_coding	AK9	221264	adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814]	6	109492855	109691217	-1
ENSG00000155330	ENSG00000155330	8	ENSG00000155330	protein_coding	C16orf87	388272	chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754]	16	46796603	46831180	-1
ENSG00000155622	ENSG00000155622	8	ENSG00000155622	protein_coding	XAGE2	9502	X antigen family member 2 [Source:HGNC Symbol;Acc:HGNC:4112]	X	52369021	52375680	1
ENSG00000156050	ENSG00000156050	8	ENSG00000156050	protein_coding	FAM161B	145483	FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854]	14	73931501	73950414	-1
ENSG00000156500	ENSG00000156500	8	ENSG00000156500	protein_coding	PABIR3	159091	PABIR family member 3 [Source:HGNC Symbol;Acc:HGNC:25202]	X	134796395	134854835	1
ENSG00000157514	ENSG00000157514	8	ENSG00000157514	protein_coding	TSC22D3	1831	TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]	X	107713221	107777342	-1
ENSG00000158050	ENSG00000158050	8	ENSG00000158050	protein_coding	DUSP2	1844	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]	2	96143169	96145440	-1
ENSG00000158445	ENSG00000158445	8	ENSG00000158445	protein_coding	KCNB1	3745	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]	20	49293394	49484297	-1
ENSG00000159388	ENSG00000159388	8	ENSG00000159388	protein_coding	BTG2	7832	BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]	1	203305491	203309602	1
ENSG00000160888	ENSG00000160888	8	ENSG00000160888	protein_coding	IER2	9592	immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]	19	13150411	13154911	1
ENSG00000162772	ENSG00000162772	8	ENSG00000162772	protein_coding	ATF3	467	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	1	212565334	212620777	1
ENSG00000162783	ENSG00000162783	8	ENSG00000162783	protein_coding	IER5	51278	immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]	1	181088700	181092900	1
ENSG00000162892	ENSG00000162892	8	ENSG00000162892	protein_coding	IL24	11009	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	1	206897443	206904139	1
ENSG00000163110	ENSG00000163110	8	ENSG00000163110	protein_coding	PDLIM5	10611	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]	4	94451857	94668227	1
ENSG00000163874	ENSG00000163874	8	ENSG00000163874	protein_coding	ZC3H12A	80149	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]	1	37474580	37484377	1
ENSG00000164442	ENSG00000164442	8	ENSG00000164442	protein_coding	CITED2	10370	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]	6	139371807	139374648	-1
ENSG00000165494	ENSG00000165494	8	ENSG00000165494	protein_coding	PCF11	51585	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]	11	83156988	83187451	1
ENSG00000165879	ENSG00000165879	8	ENSG00000165879	protein_coding	FRAT1	10023	FRAT regulator of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:3944]	10	97319271	97321915	1
ENSG00000166401	ENSG00000166401	8	ENSG00000166401	protein_coding	SERPINB8	5271	serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]	18	63970029	64019779	1
ENSG00000166669	ENSG00000166669	8	ENSG00000166669	protein_coding	ATF7IP2	80063	activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]	16	10326434	10483638	1
ENSG00000167311	ENSG00000167311	8	ENSG00000167311	protein_coding	ART5	116969	ADP-ribosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24049]	11	3638512	3642316	-1
ENSG00000171174	ENSG00000171174	8	ENSG00000171174	protein_coding	RBKS	64080	ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]	2	27781379	27890681	-1
ENSG00000171223	ENSG00000171223	8	ENSG00000171223	protein_coding	JUNB	3726	JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]	19	12791486	12793315	1
ENSG00000172183	ENSG00000172183	8	ENSG00000172183	protein_coding	ISG20	3669	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]	15	88635670	88656483	1
ENSG00000172803	ENSG00000172803	8	ENSG00000172803	protein_coding	SNX32	254122	sorting nexin 32 [Source:HGNC Symbol;Acc:HGNC:26423]	11	65833834	65856896	1
ENSG00000172936	ENSG00000172936	8	ENSG00000172936	protein_coding	MYD88	4615	MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]	3	38138552	38143024	1
ENSG00000173041	ENSG00000173041	8	ENSG00000173041	protein_coding	ZNF680	340252	zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]	7	64519878	64563075	-1
ENSG00000173250	ENSG00000173250	8	ENSG00000173250	protein_coding	GPR151	134391	G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:HGNC:23624]	5	146513144	146516190	-1
ENSG00000173531	ENSG00000173531	8	ENSG00000173531	protein_coding	MST1	4485	macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]	3	49683947	49689501	-1
ENSG00000173838	ENSG00000173838	8	ENSG00000173838	protein_coding	MARCHF10	162333	membrane associated ring-CH-type finger 10 [Source:HGNC Symbol;Acc:HGNC:26655]	17	62701314	62808344	-1
ENSG00000175197	ENSG00000175197	8	ENSG00000175197	protein_coding	DDIT3	1649	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]	12	57516588	57521737	-1
ENSG00000175592	ENSG00000175592	8	ENSG00000175592	protein_coding	FOSL1	8061	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]	11	65892049	65900573	-1
ENSG00000176678	ENSG00000176678	8	ENSG00000176678	protein_coding	FOXL1	2300	forkhead box L1 [Source:HGNC Symbol;Acc:HGNC:3817]	16	86576368	86583478	1
ENSG00000176907	ENSG00000176907	8	ENSG00000176907	protein_coding	TCIM	56892	transcriptional and immune response regulator [Source:HGNC Symbol;Acc:HGNC:1357]	8	40153482	40155310	1
ENSG00000177340	ENSG00000177340	8	ENSG00000177340	lncRNA	FLJ13224	79857	uncharacterized LOC79857 [Source:NCBI gene (formerly Entrezgene);Acc:79857]	12	31324316	31325829	1
ENSG00000178607	ENSG00000178607	8	ENSG00000178607	protein_coding	ERN1	2081	endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]	17	64039080	64130819	-1
ENSG00000179428	ENSG00000179428	8	ENSG00000179428	lncRNA	IL6-AS1	541472	IL6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40301]	7	22725395	22727620	-1
ENSG00000180269	ENSG00000180269	8	ENSG00000180269	protein_coding	GPR139	124274	G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995]	16	20028239	20073890	-1
ENSG00000180425	ENSG00000180425	8	ENSG00000180425	protein_coding	C11orf71	54494	chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]	11	114391443	114400511	-1
ENSG00000181773	ENSG00000181773	8	ENSG00000181773	protein_coding	GPR3	2827	G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]	1	27392622	27395814	1
ENSG00000184185	ENSG00000184185	8	ENSG00000184185	protein_coding	KCNJ12	3768	potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol;Acc:HGNC:6258]	17	21376357	21419870	1
ENSG00000184260	ENSG00000184260	8	ENSG00000184260	protein_coding	H2AC20	8338	H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]	1	149886918	149887411	1
ENSG00000184545	ENSG00000184545	8	ENSG00000184545	protein_coding	DUSP8	1850	dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]	11	1554051	1572271	-1
ENSG00000184557	ENSG00000184557	8	ENSG00000184557	protein_coding	SOCS3	9021	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	17	78356778	78360077	-1
ENSG00000184678	ENSG00000184678	8	ENSG00000184678	protein_coding	H2BC21	8349	H2B clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:4760]	1	149884459	149886682	-1
ENSG00000185022	ENSG00000185022	8	ENSG00000185022	protein_coding	MAFF	23764	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	22	38200767	38216507	1
ENSG00000185112	ENSG00000185112	8	ENSG00000185112	protein_coding	FAM43A	131583	family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888]	3	194685883	194689037	1
ENSG00000185296	ENSG00000185296	8	ENSG00000185296	processed_pseudogene		NA	aurora kinase A interacting protein 1 (AURKAIP1) pseudogene	5	17306381	17306960	1
ENSG00000185507	ENSG00000185507	8	ENSG00000185507	protein_coding	IRF7	3665	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]	11	612553	615983	-1
ENSG00000185710	ENSG00000185710	8	ENSG00000185710	transcribed_unprocessed_pseudogene	SMG1P4	NA	SMG1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49861]	16	21879338	21916024	-1
ENSG00000186056	ENSG00000186056	8	ENSG00000186056	lncRNA	MATN1-AS1	100129196	MATN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40364]	1	30718504	30726827	1
ENSG00000186352	ENSG00000186352	8	ENSG00000186352	protein_coding	ANKRD37	353322	ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]	4	185396021	185400628	1
ENSG00000186487	ENSG00000186487	8	ENSG00000186487	protein_coding	MYT1L	23040	myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623]	2	1789113	2331664	-1
ENSG00000186594	ENSG00000186594	8	ENSG00000186594	lncRNA	MIR22HG	84981	MIR22 host gene [Source:HGNC Symbol;Acc:HGNC:28219]	17	1711447	1717174	-1
ENSG00000186834	ENSG00000186834	8	ENSG00000186834	protein_coding	HEXIM1	10614	HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]	17	45148475	45152099	1
ENSG00000188483	ENSG00000188483	8	ENSG00000188483	protein_coding	IER5L	389792	immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679]	9	129175552	129178261	-1
ENSG00000188613	ENSG00000188613	8	ENSG00000188613	protein_coding	NANOS1	340719	nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]	10	119029714	119033730	1
ENSG00000196890	ENSG00000196890	8	ENSG00000196890	protein_coding	H2BC26	128312	H2B clustered histone 26 [Source:HGNC Symbol;Acc:HGNC:20514]	1	228458103	228463104	1
ENSG00000197019	ENSG00000197019	8	ENSG00000197019	protein_coding	SERTAD1	29950	SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]	19	40421589	40425992	-1
ENSG00000197980	ENSG00000197980	8	ENSG00000197980	protein_coding	LEKR1	389170	leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]	3	156825481	157046129	1
ENSG00000198142	ENSG00000198142	8	ENSG00000198142	protein_coding	SOWAHC	65124	sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149]	2	109614364	109618990	1
ENSG00000198538	ENSG00000198538	8	ENSG00000198538	protein_coding	ZNF28	7576	zinc finger protein 28 [Source:HGNC Symbol;Acc:HGNC:13073]	19	52797408	52857600	-1
ENSG00000198673	ENSG00000198673	8	ENSG00000198673	protein_coding	TAFA2	338811	TAFA chemokine like family member 2 [Source:HGNC Symbol;Acc:HGNC:21589]	12	61708273	62279150	-1
ENSG00000203804	ENSG00000203804	8	ENSG00000203804	lncRNA	ADAMTSL4-AS1	NA	ADAMTSL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32041]	1	150560202	150562115	-1
ENSG00000203814	ENSG00000203814	8	ENSG00000203814	protein_coding	H2BC18	440689	H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]	1	149782689	149812373	-1
ENSG00000204103	ENSG00000204103	8	ENSG00000204103	protein_coding	MAFB	9935	MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]	20	40685848	40689236	-1
ENSG00000204758	ENSG00000204758	8	ENSG00000204758	lncRNA	RPL26L1-AS1	100268168	RPL26L1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55914]	5	172954786	172959392	-1
ENSG00000206559	ENSG00000206559	8	ENSG00000206559	protein_coding	ZCWPW2	152098	zinc finger CW-type and PWWP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23574]	3	28348721	28538122	1
ENSG00000210082	ENSG00000210082	8	ENSG00000210082	Mt_rRNA	MT-RNR2	NA	mitochondrially encoded 16S rRNA [Source:HGNC Symbol;Acc:HGNC:7471]	MT	1671	3229	1
ENSG00000211459	ENSG00000211459	8	ENSG00000211459	Mt_rRNA	MT-RNR1	NA	mitochondrially encoded 12S rRNA [Source:HGNC Symbol;Acc:HGNC:7470]	MT	648	1601	1
ENSG00000213755	ENSG00000213755	8	ENSG00000213755	processed_pseudogene	RPL29P15	NA	ribosomal protein L29 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:36159]	5	79510434	79510919	1
ENSG00000214595	ENSG00000214595	8	ENSG00000214595	protein_coding	EML6	400954	EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412]	2	54723499	54972025	1
ENSG00000215014	ENSG00000215014	8	ENSG00000215014	lncRNA		NA	novel transcript	1	1574102	1577075	1
ENSG00000217128	ENSG00000217128	8	ENSG00000217128	protein_coding	FNIP1	96459	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]	5	131641714	131797017	-1
ENSG00000220323	ENSG00000220323	8	ENSG00000220323	transcribed_unprocessed_pseudogene	H2BC19P	NA	H2B clustered histone 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:20517]	1	149843041	149843533	1
ENSG00000221949	ENSG00000221949	8	ENSG00000221949	lncRNA	LINC01465	NA	long intergenic non-protein coding RNA 1465 [Source:HGNC Symbol;Acc:HGNC:26364]	12	62601751	62603690	-1
ENSG00000223820	ENSG00000223820	8	ENSG00000223820	transcribed_unprocessed_pseudogene	CFL1P1	NA	cofilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28560]	10	87843870	87844280	1
ENSG00000224046	ENSG00000224046	8	ENSG00000224046	lncRNA	DMTF1-AS1	101927420	DMTF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55864]	7	87151419	87152420	-1
ENSG00000224843	ENSG00000224843	8	ENSG00000224843	lncRNA	LINC00240	100133205	long intergenic non-protein coding RNA 240 [Source:HGNC Symbol;Acc:HGNC:18772]	6	26956932	27059749	1
ENSG00000224905	ENSG00000224905	8	ENSG00000224905	lncRNA		NA	novel transcript, antisense to LIPI	21	14027415	14144468	1
ENSG00000225511	ENSG00000225511	8	ENSG00000225511	transcribed_unprocessed_pseudogene	LINC00475	NA	long intergenic non-protein coding RNA 475 [Source:HGNC Symbol;Acc:HGNC:23569]	9	92141438	92141650	1
ENSG00000226281	ENSG00000226281	8	ENSG00000226281	lncRNA		NA	novel transcript	6	6692741	6801186	-1
ENSG00000226332	ENSG00000226332	8	ENSG00000226332	lncRNA		NA	novel transcript	20	62305432	62306325	-1
ENSG00000229619	ENSG00000229619	8	ENSG00000229619	lncRNA	MBNL1-AS1	401093	MBNL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44584]	3	152245262	152269590	-1
ENSG00000229656	ENSG00000229656	8	ENSG00000229656	lncRNA	ITGB1-DT	NA	ITGB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53718]	10	32958437	33082409	1
ENSG00000231064	ENSG00000231064	8	ENSG00000231064	lncRNA	THBS3-AS1	105371450	THBS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40582]	1	155194996	155205495	1
ENSG00000231249	ENSG00000231249	8	ENSG00000231249	lncRNA	ITPR1-DT	100996539	ITPR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44470]	3	4490312	4493201	-1
ENSG00000231663	ENSG00000231663	8	ENSG00000231663	lncRNA	COA6-AS1	NA	COA6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40825]	1	234372807	234373664	-1
ENSG00000231856	ENSG00000231856	8	ENSG00000231856	lncRNA		NA	novel transcript	13	51803838	51813832	1
ENSG00000231871	ENSG00000231871	8	ENSG00000231871	lncRNA	IPO9-AS1	100873949	IPO9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40892]	1	201688259	201829559	-1
ENSG00000232533	ENSG00000232533	8	ENSG00000232533	lncRNA	FAM131B-AS2	NA	FAM131B antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56141]	7	143379683	143381036	-1
ENSG00000232656	ENSG00000232656	8	ENSG00000232656	lncRNA	IDI2-AS1	55853	IDI2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30885]	10	1022618	1045425	1
ENSG00000232671	ENSG00000232671	8	ENSG00000232671	lncRNA	ZNF687-AS1	NA	ZNF687 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54048]	1	151279678	151282000	-1
ENSG00000233230	ENSG00000233230	8	ENSG00000233230	lncRNA		100506235	novel transcript	2	47905678	47908176	1
