ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0035601	protein deacylation	15/522	37/4114	1.87232525718061e-05	0.00526123397267752	0.00479458601743093	BAZ2A/REST/EP300/TBL1X/BCL6/PRKAA1/MIDEAS/DYRK1A/SKI/ELK4/PRKAA2/NIPBL/SPRED1/SIN3A/TBL1XR1	15
GO:0051094	positive regulation of developmental process	69/522	340/4114	2.37597978821534e-05	0.00567960579038455	0.0051758501234719	PIK3C2A/TGFBR3/ACACB/RIF1/REST/NCOA1/EP300/BRD1/DDHD1/DICER1/ATP11C/EEF2K/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/CAPRIN2/SASH1/SMAD5/BCL6/AKT3/FOXO3/GORAB/NCOA3/RREB1/EFNB2/MACF1/PRKAA1/DLG4/KRAS/NUMB/VHL/ACVR1B/MDM2/TFAP2A/RETREG3/VASH2/ASXL2/DOCK5/PPARGC1B/TIAM1/PPP1R9A/IL6R/DDR2/HIPK1/CLASP2/NIPBL/CYBB/JCAD/FRS2/RBPJ/AR/SIN3A/LIMS1/FZD4/TRAF6/NR2C2/TMEM64/PLAG1/CREB3L2/SP1/BCL9L/MRTFB/SEMA4D/XRCC2/TCF4/MAP3K5/TENM3	69
GO:0006325	chromatin organization	61/522	290/4114	2.38870512051114e-05	0.00567960579038455	0.0051758501234719	CREBBP/KMT2C/BAZ2A/RIF1/SMARCA2/KAT6A/REST/NCOA1/BCORL1/MECOM/HUWE1/SETD1A/CABIN1/EP300/BRD1/TBL1X/UBR5/DOT1L/ZMIZ1/NAA40/BCL6/ASH1L/ARID1A/KMT2A/ATAD2B/KANSL1/BAZ2B/NCOA3/CHD6/MIS18BP1/PRKAA1/KNL1/SMARCC2/SETD1B/KANSL1L/MKI67/INCENP/CHD1/MIDEAS/KAT6B/SKI/EYA3/ELK4/PRKAA2/DTX3L/RNF168/NIPBL/USP49/TET2/SIN3A/BRD3/MSL2/TBL1XR1/BEND3/SETD2/TET3/ARID2/TLK1/CDKN2B-AS1/KMT2B/MLLT6	61
GO:0098732	macromolecule deacylation	15/522	38/4114	2.73767431276038e-05	0.00604439378624453	0.00550828305334344	BAZ2A/REST/EP300/TBL1X/BCL6/PRKAA1/MIDEAS/DYRK1A/SKI/ELK4/PRKAA2/NIPBL/SPRED1/SIN3A/TBL1XR1	15
GO:0035239	tube morphogenesis	49/522	222/4114	4.39540878050237e-05	0.00905747236035522	0.00825411501517498	PIK3C2A/ATP2B4/MYLK/TGFBR3/NEDD4/VASH1/EPN2/DICER1/MIB1/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/SASH1/QKI/FOXP1/LEPR/AKT3/ARID1A/APAF1/EFNB2/KRAS/ROCK2/TBX3/SLC12A6/VASH2/MEIS1/KLHL3/SKI/KIF26B/HIPK1/NAA15/NIPBL/CYBB/JCAD/SPRED1/BTRC/RBPJ/AR/HEG1/RNF213/FZD4/TRAF6/SETD2/PRKX/SP1/ARID2/NF1	49
GO:0001568	blood vessel development	43/522	190/4114	7.09346899181316e-05	0.0137036954085591	0.0124882388303237	PIK3C2A/ATP2B4/MYLK/TGFBR3/NEDD4/VASH1/EPN2/MIB1/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/SASH1/QKI/LEPR/AKT3/ARID1A/EFNB2/ANKRD17/ROCK2/TBX3/MDM2/SMAD6/SLC12A6/VASH2/MEIS1/FOXO1/IL6R/HIPK1/NAA15/CYBB/JCAD/SPRED1/RBPJ/HEG1/RNF213/FZD4/SETD2/PRKX/SP1/ARID2/NF1	43
GO:0051276	chromosome organization	80/522	426/4114	9.4326231523929e-05	0.017150728331792	0.0156295353286708	CREBBP/POLQ/KMT2C/SMG6/BAZ2A/RIF1/SMARCA2/KAT6A/REST/NCOA1/BCORL1/MECOM/HUWE1/SETD1A/CABIN1/EP300/BRD1/TBL1X/UBR5/DOT1L/ZMIZ1/NAA40/BCL6/XRN1/ASH1L/ARID1A/KMT2A/KIF14/ATAD2B/KANSL1/BAZ2B/NCOA3/CHD6/MIS18BP1/LATS1/PRKAA1/APC/SMC2/KNL1/SMARCC2/SETD1B/POGZ/KANSL1L/MKI67/TNKS1BP1/INCENP/NEK7/CHD1/MIDEAS/KAT6B/SKI/EYA3/ELK4/PRKAA2/DTX3L/RNF168/NIPBL/USP49/WRN/NAV2/RFWD3/TET2/SIN3A/BRD3/MSL2/ATR/TBL1XR1/GEN1/BEND3/SETD2/KIF18B/TET3/SLX4/ARID2/TLK1/SMC5/PPP1R10/CDKN2B-AS1/KMT2B/MLLT6	80
GO:0045595	regulation of cell differentiation	90/522	497/4114	0.000132446537928507	0.0227440138187231	0.0207267213740752	CREBBP/TRIO/KMT2C/NEDD4/MBNL3/REST/NCOA1/SETD1A/DDX17/TNRC6B/EP300/BRD1/DICER1/MIB1/ATP11C/EEF2K/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/CAPRIN2/PRLR/SMAD5/BCL6/FOXP1/CCDC88A/KMT2A/KIF14/FOXO3/PTBP3/NCOA3/RREB1/EFNB2/MACF1/ANKRD17/DLG4/KRAS/NUMB/VHL/ROCK2/APC/TBX3/ACVR1B/MDM2/TFAP2A/SMAD6/SEMA6D/RETREG3/ASXL2/MEIS1/PURB/DOCK5/FOXO1/PPARGC1B/TIAM1/SKI/PPP1R9A/IL6R/ZSWIM5/DDR2/CLASP2/NIPBL/SPRED1/FRS2/RBPJ/AR/SIN3A/LIMS1/AKAP13/NR1D2/FZD4/TRAF6/TMEM64/PLAG1/CREB3L2/KREMEN1/PRKX/ZNF445/BCL9L/SEMA4D/XRCC2/TCF4/TRPV1/NF1/MAP3K5/KIF13B/TENM3/KMT2B/PRAG1	90
GO:0007264	small GTPase mediated signal transduction	31/522	126/4114	0.000151325610426725	0.0238767583289749	0.0217589965054187	FARP2/TRIO/USP28/ARFGEF1/SYDE2/ARHGAP5/SIPA1L3/RAPGEF2/BCL6/CCDC88A/SIPA1L2/KIF14/RREB1/ARHGEF11/KRAS/ROCK2/ARHGAP32/GARNL3/ARHGAP29/DOCK5/OBSCN/TIAM1/RAPGEF6/AKAP13/HEG1/IRS2/NF1/ARHGEF12/CD2AP/ARHGAP19/PRAG1	31
GO:0035295	tube development	55/522	270/4114	0.000154492127654318	0.0238767583289749	0.0217589965054187	PIK3C2A/ATP2B4/MYLK/TGFBR3/NEDD4/VASH1/EPN2/EP300/DICER1/MIB1/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/SASH1/HECA/QKI/SMAD5/FOXP1/LEPR/AKT3/ARID1A/GORAB/APAF1/EFNB2/KRAS/ROCK2/TBX3/SMAD6/SLC12A6/VASH2/MEIS1/KLHL3/SKI/KIF26B/HIPK1/NAA15/NIPBL/CYBB/JCAD/SPRED1/BTRC/RBPJ/AR/HEG1/RNF213/FZD4/TRAF6/SETD2/PRKX/SP1/ARID2/NF1/MAN1A2	55
GO:0051056	regulation of small GTPase mediated signal transduction	23/522	83/4114	0.000166537474658301	0.0240814065061852	0.021945493303326	TRIO/ARFGEF1/SYDE2/ARHGAP5/SIPA1L3/BCL6/SIPA1L2/KIF14/ARHGEF11/KRAS/ARHGAP32/GARNL3/ARHGAP29/OBSCN/TIAM1/AKAP13/HEG1/IRS2/NF1/ARHGEF12/CD2AP/ARHGAP19/PRAG1	23
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	84/522	460/4114	0.000171397911076051	0.0240814065061852	0.021945493303326	CREBBP/NFIX/BCLAF1/WWC3/POLQ/NEDD4/SMG6/MNT/BAZ2A/RIF1/SMARCA2/KAT6A/REST/MECOM/MZF1/EP300/DICER1/TBL1X/UBR5/DOT1L/GLI3/NAA40/SMAD5/BCL6/XRN1/FOXP1/ARID1A/KMT2A/CASP8AP2/FOXO3/KLF12/PTBP3/ATAD2B/USP9X/RREB1/CCNT1/ZNF337/RLIM/VHL/TBX3/MDM2/TFAP2A/SMAD6/SMARCC2/NCOA2/NFIC/PURB/NACC2/ARID5B/FOXO1/MIER3/PPARGC1B/MIDEAS/KAT6B/DYRK1A/SKI/ELK4/ZNF75A/RNF168/NIPBL/FOXK1/BTRC/RNF169/RBPJ/AR/SIN3A/LIMS1/ZNF217/KLHL15/MGA/NR1D2/TRAF6/NR2C2/TBL1XR1/BEND3/NRIP1/TENT5C/SEMA4D/SLX4/ZNF124/TRPV1/CDKN2B-AS1/OTUD7B/ZNF587B	84
GO:0090311	regulation of protein deacetylation	8/522	15/4114	0.000181270989733782	0.0243612447507444	0.022200511145428	EP300/BCL6/PRKAA1/DYRK1A/SKI/PRKAA2/NIPBL/SPRED1	8
GO:0000122	negative regulation of transcription by RNA polymerase II	57/522	287/4114	0.000238338768329617	0.0302916098715303	0.0276048793666553	CREBBP/NFIX/WWC3/NEDD4/MNT/RIF1/SMARCA2/REST/MZF1/EP300/DICER1/TBL1X/GLI3/SMAD5/BCL6/FOXP1/ARID1A/FOXO3/KLF12/USP9X/RREB1/ZNF337/RLIM/VHL/TBX3/MDM2/TFAP2A/SMAD6/NCOA2/NFIC/PURB/NACC2/ARID5B/FOXO1/MIER3/SKI/ELK4/ZNF75A/RNF168/NIPBL/FOXK1/RBPJ/AR/SIN3A/ZNF217/MGA/NR1D2/TRAF6/NR2C2/TBL1XR1/BEND3/NRIP1/SEMA4D/ZNF124/TRPV1/OTUD7B/ZNF587B	57
GO:0001944	vasculature development	43/522	200/4114	0.000244998462241429	0.0302916098715303	0.0276048793666553	PIK3C2A/ATP2B4/MYLK/TGFBR3/NEDD4/VASH1/EPN2/MIB1/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/SASH1/QKI/LEPR/AKT3/ARID1A/EFNB2/ANKRD17/ROCK2/TBX3/MDM2/SMAD6/SLC12A6/VASH2/MEIS1/FOXO1/IL6R/HIPK1/NAA15/CYBB/JCAD/SPRED1/RBPJ/HEG1/RNF213/FZD4/SETD2/PRKX/SP1/ARID2/NF1	43
GO:0051240	positive regulation of multicellular organismal process	79/522	434/4114	0.000306452410200562	0.0364324769203822	0.0332010789350892	CREBBP/PIK3C2A/TGFBR3/ACACB/RIF1/REST/NCOA1/MAVS/EP300/BRD1/DICER1/NTSR1/ATP11C/EEF2K/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/CAPRIN2/SASH1/PRLR/SMAD5/BCL6/FOXP1/LEPR/AKT3/FOXO3/GORAB/NCOA3/RREB1/EFNB2/MACF1/PRKAB2/PRKAA1/ANKRD17/DLG4/NUMB/ROCK2/PUM1/APC/ACVR1B/TFAP2A/RETREG3/VASH2/DOCK5/PPARGC1B/TIAM1/PPP1R9A/IL6R/DDR2/HIPK1/CLASP2/NIPBL/CYBB/JCAD/RAB8B/FRS2/RBPJ/AR/SIN3A/NPAS2/HEG1/FZD4/TRAF6/NR2C2/TMEM64/SETD2/PLAG1/CREB3L2/SP1/BCL9L/MRTFB/SEMA4D/XRCC2/TCF4/TRPV1/DIO2/TENM3	79
GO:0043085	positive regulation of catalytic activity	71/522	382/4114	0.000339410795247662	0.0375740926364672	0.0342414384359299	MAP3K9/PPP1R12A/ATP2B4/ARFGEF1/REST/GCN1/OSBPL8/SYDE2/ARHGAP5/MTMR9/SIPA1L3/TGFBR1/RIC1/RAB11FIP2/DCUN1D4/RAPGEF2/SASH1/PRLR/ACAP2/CCDC88A/SIPA1L2/KIF14/CASP8AP2/APAF1/PFKFB2/CCNT1/AFDN/TBC1D5/PRKAA1/TBC1D14/DLG4/ARHGEF11/KRAS/ROCK2/ARHGAP32/GARNL3/ARHGAP29/DOCK5/INCENP/DCUN1D2/NEK7/ASAP2/RANBP2/PPARGC1B/GNAQ/TIAM1/CACNA1D/BRAF/PPP1R9A/RAPGEF6/IL6R/DDR2/DTX3L/RICTOR/WRN/BTRC/FRS2/LIMS1/TOR1AIP2/AKAP13/FZD4/TRAF6/DIPK2A/SEMA4D/SLX4/NF1/ARHGEF12/MAP3K5/AGAP6/DENND1B/ARHGAP19	71
GO:0009887	animal organ morphogenesis	55/522	278/4114	0.000341540827225734	0.0375740926364672	0.0342414384359299	MYLK/TGFBR3/NEDD4/FAT1/EP300/MIB1/BPNT2/GLI3/TGFBR1/PLEKHA1/BMPR1A/ZMIZ1/NECTIN1/ADGRG6/CERT1/ASH1L/ARID1A/FOXO3/LHX4/EFNB2/KRAS/TBX3/MDM2/TFAP2A/SMAD6/NFIC/ASXL2/MEIS1/KLHL3/ARID5B/FOXO1/ADAMTS5/PPARGC1B/TIAM1/BRAF/SKI/KIF26B/HIPK1/NIPBL/BTRC/FRS2/RBPJ/FEM1B/AR/HOXB9/HEG1/FZD4/TRAF6/SETD2/PLAG1/PRKX/ARID2/NF1/COL27A1/TENM3	55
GO:0009755	hormone-mediated signaling pathway	17/522	56/4114	0.000366272691591983	0.0375740926364672	0.0342414384359299	NEDD4/NCOA1/DDX17/EP300/UBR5/ZMIZ1/PRLR/FOXP1/ARID1A/LATS1/ABHD2/SKP2/LATS2/PPARGC1B/AR/AKAP13/NR1D2	17
GO:0044093	positive regulation of molecular function	85/522	477/4114	0.000369798153294137	0.0375740926364672	0.0342414384359299	MAP3K9/PPP1R12A/ATP2B4/ARFGEF1/ERC1/REST/MAVS/GCN1/OSBPL8/SYDE2/EP300/ARHGAP5/NTSR1/MTMR9/SIPA1L3/TGFBR1/RIC1/RAB11FIP2/DCUN1D4/RAPGEF2/CAPRIN2/SASH1/CNOT6/PRLR/ACAP2/CCDC88A/SIPA1L2/KMT2A/KIF14/CASP8AP2/APAF1/PFKFB2/NCOA3/CCNT1/AFDN/TBC1D5/PRKAA1/TBC1D14/DLG4/ARHGEF11/KRAS/ROCK2/ARHGAP32/GARNL3/ARHGAP29/DOCK5/INCENP/ARID5B/DCUN1D2/NEK7/ASAP2/JMY/RANBP2/PPARGC1B/GNAQ/TIAM1/CACNA1D/BRAF/SKI/PPP1R9A/RAPGEF6/IL6R/DDR2/DTX3L/NIPBL/RICTOR/WRN/BTRC/FRS2/AR/LIMS1/TOR1AIP2/AKAP13/FZD4/TRAF6/DIPK2A/SEMA4D/SLX4/NF1/ARHGEF12/MAP3K5/AGAP6/DENND1B/ARHGAP19/KCTD7	85
GO:0040011	locomotion	78/522	430/4114	0.000376834963355058	0.0375740926364672	0.0342414384359299	PIK3C2A/TRIO/ATP2B4/ANKS1A/MYLK/TGFBR3/VASH1/TNS1/FAT1/OSBPL8/SYDE2/EP300/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/NECTIN1/SASH1/FOXP1/CCDC88A/ASH1L/AKT3/KIF14/FOXO3/LHX4/ATP8A1/USP9X/RREB1/EFNB2/MACF1/TTBK2/AFDN/KIF3A/PIK3C2B/NUMB/ROCK2/APC/ACVR1B/MDM2/SEMA6D/ABHD2/CDC42BPA/DOCK5/ARID5B/DST/MGAT5/JMY/TIAM1/BAG4/SKI/IL6R/ZSWIM5/DDR2/CLASP2/APBB2/NIPBL/JCAD/SPRED1/FRS2/HOXB9/PEAK1/FZD4/SETD2/PRKX/SP1/IRS2/PIP5K1C/SEMA4D/ARID2/NF1/VPS13A/CD2AP/CFAP44/CDKN2B-AS1/EPPK1/PRAG1/PTP4A1	78
GO:0045597	positive regulation of cell differentiation	49/522	244/4114	0.000508206374274229	0.0490895594650513	0.0447355347880867	REST/NCOA1/EP300/BRD1/DICER1/ATP11C/EEF2K/GLI3/TGFBR1/BMPR1A/ZMIZ1/RAPGEF2/CAPRIN2/SMAD5/BCL6/FOXO3/NCOA3/RREB1/EFNB2/MACF1/DLG4/NUMB/VHL/ACVR1B/MDM2/RETREG3/ASXL2/DOCK5/PPARGC1B/TIAM1/PPP1R9A/IL6R/DDR2/NIPBL/RBPJ/AR/SIN3A/LIMS1/FZD4/TRAF6/TMEM64/PLAG1/CREB3L2/BCL9L/SEMA4D/XRCC2/TCF4/MAP3K5/TENM3	49
