gene_id	genes	cluster	original_id	gene_biotype	external_gene_name	entrezgene_id	description	chromosome_name	start_position	end_position	strand
ENSG00000055609	ENSG00000055609	2	ENSG00000055609	protein_coding	KMT2C	58508	lysine methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]	7	152134922	152436644	-1
ENSG00000056277	ENSG00000056277	2	ENSG00000056277	protein_coding	ZNF280C	55609	zinc finger protein 280C [Source:HGNC Symbol;Acc:HGNC:25955]	X	130202707	130268899	-1
ENSG00000058056	ENSG00000058056	2	ENSG00000058056	protein_coding	USP13	8975	ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]	3	179653032	179804366	1
ENSG00000058063	ENSG00000058063	2	ENSG00000058063	protein_coding	ATP11B	23200	ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]	3	182793503	182921629	1
ENSG00000058272	ENSG00000058272	2	ENSG00000058272	protein_coding	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]	12	79773563	79935460	-1
ENSG00000058668	ENSG00000058668	2	ENSG00000058668	protein_coding	ATP2B4	493	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]	1	203626832	203744081	1
ENSG00000060749	ENSG00000060749	2	ENSG00000060749	protein_coding	QSER1	79832	glutamine and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:26154]	11	32892811	32993316	1
ENSG00000063587	ENSG00000063587	2	ENSG00000063587	protein_coding	ZNF275	10838	zinc finger protein 275 [Source:HGNC Symbol;Acc:HGNC:13069]	X	153334147	153360110	1
ENSG00000063587	ENSG00000063587	2	ENSG00000063587	protein_coding	ZNF275	105373378	zinc finger protein 275 [Source:HGNC Symbol;Acc:HGNC:13069]	X	153334147	153360110	1
ENSG00000064999	ENSG00000064999	2	ENSG00000064999	protein_coding	ANKS1A	23294	ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]	6	34889255	35091406	1
ENSG00000065534	ENSG00000065534	2	ENSG00000065534	protein_coding	MYLK	4638	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	3	123610049	123884332	-1
ENSG00000066777	ENSG00000066777	2	ENSG00000066777	protein_coding	ARFGEF1	10565	ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]	8	67173511	67343781	-1
ENSG00000068366	ENSG00000068366	2	ENSG00000068366	protein_coding	ACSL4	2182	acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]	X	109624244	109733403	-1
ENSG00000068650	ENSG00000068650	2	ENSG00000068650	protein_coding	ATP11A	23250	ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552]	13	112690038	112887168	1
ENSG00000069702	ENSG00000069702	2	ENSG00000069702	protein_coding	TGFBR3	7049	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	1	91680343	91906335	-1
ENSG00000069869	ENSG00000069869	2	ENSG00000069869	protein_coding	NEDD4	4734	NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]	15	55826922	55993660	-1
ENSG00000070366	ENSG00000070366	2	ENSG00000070366	protein_coding	SMG6	23293	SMG6 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]	17	2059839	2303785	-1
ENSG00000070444	ENSG00000070444	2	ENSG00000070444	protein_coding	MNT	4335	MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]	17	2384073	2401104	-1
ENSG00000070476	ENSG00000070476	2	ENSG00000070476	protein_coding	ZXDC	79364	ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]	3	126437601	126475891	-1
ENSG00000071246	ENSG00000071246	2	ENSG00000071246	protein_coding	VASH1	22846	vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]	14	76761468	76783015	1
ENSG00000072134	ENSG00000072134	2	ENSG00000072134	protein_coding	EPN2	22905	epsin 2 [Source:HGNC Symbol;Acc:HGNC:18639]	17	19215615	19336715	1
ENSG00000072364	ENSG00000072364	2	ENSG00000072364	protein_coding	AFF4	27125	ALF transcription elongation factor 4 [Source:HGNC Symbol;Acc:HGNC:17869]	5	132875395	132963634	-1
ENSG00000073792	ENSG00000073792	2	ENSG00000073792	protein_coding	IGF2BP2	10644	insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]	3	185643130	185825042	-1
ENSG00000074657	ENSG00000074657	2	ENSG00000074657	protein_coding	ZNF532	55205	zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]	18	58862600	58986480	1
ENSG00000076108	ENSG00000076108	2	ENSG00000076108	protein_coding	BAZ2A	11176	bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]	12	56595596	56636816	-1
ENSG00000076555	ENSG00000076555	2	ENSG00000076555	protein_coding	ACACB	32	acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]	12	109116587	109268226	1
ENSG00000076770	ENSG00000076770	2	ENSG00000076770	protein_coding	MBNL3	55796	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]	X	132369320	132489968	-1
ENSG00000077044	ENSG00000077044	2	ENSG00000077044	protein_coding	DGKD	8527	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]	2	233354494	233472104	1
ENSG00000079308	ENSG00000079308	2	ENSG00000079308	protein_coding	TNS1	7145	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	2	217799588	218033982	-1
ENSG00000080345	ENSG00000080345	2	ENSG00000080345	protein_coding	RIF1	55183	replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]	2	151409883	151508013	1
ENSG00000080503	ENSG00000080503	2	ENSG00000080503	protein_coding	SMARCA2	6595	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]	9	1980290	2193624	1
ENSG00000081913	ENSG00000081913	2	ENSG00000081913	protein_coding	PHLPP1	23239	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]	18	62715541	62980433	1
ENSG00000082805	ENSG00000082805	2	ENSG00000082805	protein_coding	ERC1	23085	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]	12	990509	1495933	1
ENSG00000083168	ENSG00000083168	2	ENSG00000083168	protein_coding	KAT6A	7994	lysine acetyltransferase 6A [Source:HGNC Symbol;Acc:HGNC:13013]	8	41929479	42051994	-1
ENSG00000083857	ENSG00000083857	2	ENSG00000083857	protein_coding	FAT1	2195	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]	4	186587794	186726722	-1
ENSG00000084093	ENSG00000084093	2	ENSG00000084093	protein_coding	REST	5978	RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]	4	56907876	56966808	1
ENSG00000084676	ENSG00000084676	2	ENSG00000084676	protein_coding	NCOA1	8648	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]	2	24491254	24770702	1
ENSG00000085185	ENSG00000085185	2	ENSG00000085185	protein_coding	BCORL1	63035	BCL6 corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:25657]	X	129981107	130058071	1
ENSG00000085276	ENSG00000085276	2	ENSG00000085276	protein_coding	MECOM	2122	MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]	3	169083499	169663775	-1
ENSG00000085832	ENSG00000085832	2	ENSG00000085832	protein_coding	EPS15	2060	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	1	51354263	51519328	-1
ENSG00000086758	ENSG00000086758	2	ENSG00000086758	protein_coding	HUWE1	10075	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]	X	53532096	53686752	-1
ENSG00000087266	ENSG00000087266	2	ENSG00000087266	protein_coding	SH3BP2	6452	SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]	4	2793071	2841098	1
ENSG00000088448	ENSG00000088448	2	ENSG00000088448	protein_coding	ANKRD10	55608	ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]	13	110878540	110915069	-1
ENSG00000088854	ENSG00000088854	2	ENSG00000088854	protein_coding	DNAAF9	25943	dynein axonemal assembly factor 9 [Source:HGNC Symbol;Acc:HGNC:17721]	20	3249306	3407669	-1
ENSG00000088888	ENSG00000088888	2	ENSG00000088888	protein_coding	MAVS	57506	mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]	20	3846799	3876123	1
ENSG00000089154	ENSG00000089154	2	ENSG00000089154	protein_coding	GCN1	10985	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]	12	120127202	120194715	-1
ENSG00000090615	ENSG00000090615	2	ENSG00000090615	protein_coding	GOLGA3	2802	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]	12	132768902	132829143	-1
ENSG00000091039	ENSG00000091039	2	ENSG00000091039	protein_coding	OSBPL8	114882	oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396]	12	76351797	76559809	-1
ENSG00000092140	ENSG00000092140	2	ENSG00000092140	protein_coding	G2E3	55632	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	14	30559158	30620064	1
ENSG00000097096	ENSG00000097096	2	ENSG00000097096	protein_coding	SYDE2	84144	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]	1	85156889	85201724	-1
ENSG00000099326	ENSG00000099326	2	ENSG00000099326	protein_coding	MZF1	7593	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]	19	58561931	58573575	-1
ENSG00000099381	ENSG00000099381	2	ENSG00000099381	protein_coding	SETD1A	9739	SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]	16	30957294	30984664	1
ENSG00000099991	ENSG00000099991	2	ENSG00000099991	protein_coding	CABIN1	23523	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]	22	24011192	24178628	1
ENSG00000100201	ENSG00000100201	2	ENSG00000100201	protein_coding	DDX17	10521	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]	22	38483438	38507660	-1
ENSG00000100226	ENSG00000100226	2	ENSG00000100226	protein_coding	GTPBP1	9567	GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]	22	38705742	38738299	1
ENSG00000100350	ENSG00000100350	2	ENSG00000100350	protein_coding	FOXRED2	80020	FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]	22	36487190	36507221	-1
ENSG00000100354	ENSG00000100354	2	ENSG00000100354	protein_coding	TNRC6B	23112	trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]	22	40044817	40335808	1
ENSG00000100393	ENSG00000100393	2	ENSG00000100393	protein_coding	EP300	2033	E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]	22	41092592	41180077	1
ENSG00000100425	ENSG00000100425	2	ENSG00000100425	protein_coding	BRD1	23774	bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]	22	49773283	49827873	-1
ENSG00000100523	ENSG00000100523	2	ENSG00000100523	protein_coding	DDHD1	80821	DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]	14	53036745	53153323	-1
ENSG00000100580	ENSG00000100580	2	ENSG00000100580	protein_coding	TMED8	283578	transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]	14	77335029	77377094	-1
ENSG00000100647	ENSG00000100647	2	ENSG00000100647	protein_coding	SUSD6	9766	sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]	14	69611596	69715144	1
ENSG00000100697	ENSG00000100697	2	ENSG00000100697	protein_coding	DICER1	23405	dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]	14	95086228	95158010	-1
ENSG00000100852	ENSG00000100852	2	ENSG00000100852	protein_coding	ARHGAP5	394	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]	14	32076114	32159728	1
ENSG00000101188	ENSG00000101188	2	ENSG00000101188	protein_coding	NTSR1	4923	neurotensin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8039]	20	62708836	62762771	1
ENSG00000101236	ENSG00000101236	2	ENSG00000101236	protein_coding	RNF24	11237	ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]	20	3927309	4015558	-1
ENSG00000101577	ENSG00000101577	2	ENSG00000101577	protein_coding	LPIN2	9663	lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]	18	2885296	3013144	-1
ENSG00000101752	ENSG00000101752	2	ENSG00000101752	protein_coding	MIB1	57534	MIB E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]	18	21704957	21870953	1
ENSG00000101849	ENSG00000101849	2	ENSG00000101849	protein_coding	TBL1X	6907	transducin beta like 1 X-linked [Source:HGNC Symbol;Acc:HGNC:11585]	X	9463320	9741037	1
ENSG00000101974	ENSG00000101974	2	ENSG00000101974	protein_coding	ATP11C	286410	ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554]	X	139726346	139945276	-1
ENSG00000102189	ENSG00000102189	2	ENSG00000102189	protein_coding	EEA1	8411	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]	12	92770637	92929331	-1
ENSG00000103319	ENSG00000103319	2	ENSG00000103319	protein_coding	EEF2K	29904	eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]	16	22206278	22288738	1
ENSG00000103365	ENSG00000103365	2	ENSG00000103365	protein_coding	GGA2	23062	golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]	16	23463542	23521995	-1
ENSG00000103540	ENSG00000103540	2	ENSG00000103540	protein_coding	CCP110	9738	centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]	16	19523811	19553408	1
ENSG00000103994	ENSG00000103994	2	ENSG00000103994	protein_coding	ZNF106	64397	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]	15	42412823	42491141	-1
ENSG00000104093	ENSG00000104093	2	ENSG00000104093	protein_coding	DMXL2	23312	Dmx like 2 [Source:HGNC Symbol;Acc:HGNC:2938]	15	51447711	51622833	-1
ENSG00000104331	ENSG00000104331	2	ENSG00000104331	protein_coding	BPNT2	54928	3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]	8	56957931	56993867	-1
ENSG00000104369	ENSG00000104369	2	ENSG00000104369	protein_coding	JPH1	56704	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]	8	74234700	74321540	-1
ENSG00000104517	ENSG00000104517	2	ENSG00000104517	protein_coding	UBR5	51366	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]	8	102252273	102412759	-1
ENSG00000104643	ENSG00000104643	2	ENSG00000104643	protein_coding	MTMR9	66036	myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]	8	11284816	11328146	1
ENSG00000104885	ENSG00000104885	2	ENSG00000104885	protein_coding	DOT1L	84444	DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]	19	2163933	2232578	1
ENSG00000105738	ENSG00000105738	2	ENSG00000105738	protein_coding	SIPA1L3	23094	signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801]	19	37907208	38208369	1
ENSG00000105866	ENSG00000105866	2	ENSG00000105866	protein_coding	SP4	6671	Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]	7	21428043	21514822	1
ENSG00000106080	ENSG00000106080	2	ENSG00000106080	protein_coding	FKBP14	55033	FKBP prolyl isomerase 14 [Source:HGNC Symbol;Acc:HGNC:18625]	7	30010587	30026702	-1
ENSG00000106415	ENSG00000106415	2	ENSG00000106415	protein_coding	GLCCI1	113263	glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]	7	7968796	8094272	1
ENSG00000106571	ENSG00000106571	2	ENSG00000106571	protein_coding	GLI3	2737	GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]	7	41960949	42264100	-1
ENSG00000106799	ENSG00000106799	2	ENSG00000106799	protein_coding	TGFBR1	7046	transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]	9	99104038	99154192	1
ENSG00000107036	ENSG00000107036	2	ENSG00000107036	protein_coding	RIC1	57589	RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]	9	5629025	5776557	1
ENSG00000107560	ENSG00000107560	2	ENSG00000107560	protein_coding	RAB11FIP2	22841	RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]	10	118004916	118046941	-1
ENSG00000107669	ENSG00000107669	2	ENSG00000107669	protein_coding	ATE1	11101	arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782]	10	121709393	121928801	-1
ENSG00000107679	ENSG00000107679	2	ENSG00000107679	protein_coding	PLEKHA1	59338	pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]	10	122374696	122432354	1
ENSG00000107779	ENSG00000107779	2	ENSG00000107779	protein_coding	BMPR1A	657	bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]	10	86756596	86932825	1
ENSG00000108021	ENSG00000108021	2	ENSG00000108021	protein_coding	TASOR2	54906	transcription activation suppressor family member 2 [Source:HGNC Symbol;Acc:HGNC:23484]	10	5684731	5763779	1
ENSG00000108175	ENSG00000108175	2	ENSG00000108175	protein_coding	ZMIZ1	57178	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	10	79068966	79316519	1
ENSG00000108510	ENSG00000108510	2	ENSG00000108510	protein_coding	MED13	9969	mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]	17	61942605	62065278	-1
ENSG00000108557	ENSG00000108557	2	ENSG00000108557	protein_coding	RAI1	10743	retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]	17	17681458	17811453	1
ENSG00000109184	ENSG00000109184	2	ENSG00000109184	protein_coding	DCUN1D4	23142	defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]	4	51843000	51916837	1
ENSG00000109189	ENSG00000109189	2	ENSG00000109189	protein_coding	USP46	64854	ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]	4	52590960	52659301	-1
ENSG00000109265	ENSG00000109265	2	ENSG00000109265	protein_coding	CRACD	57482	capping protein inhibiting regulator of actin dynamics [Source:HGNC Symbol;Acc:HGNC:29219]	4	56049098	56330609	1
ENSG00000109756	ENSG00000109756	2	ENSG00000109756	protein_coding	RAPGEF2	9693	Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854]	4	159103013	159360174	1
ENSG00000110400	ENSG00000110400	2	ENSG00000110400	protein_coding	NECTIN1	5818	nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]	11	119623408	119729200	-1
ENSG00000110422	ENSG00000110422	2	ENSG00000110422	protein_coding	HIPK3	10114	homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]	11	33256672	33357023	1
ENSG00000110583	ENSG00000110583	2	ENSG00000110583	protein_coding	NAA40	79829	N-alpha-acetyltransferase 40, NatD catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25845]	11	63938959	63957319	1
ENSG00000110841	ENSG00000110841	2	ENSG00000110841	protein_coding	PPFIBP1	8496	PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]	12	27523431	27695564	1
ENSG00000110888	ENSG00000110888	2	ENSG00000110888	protein_coding	CAPRIN2	65981	caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]	12	30709552	30823302	-1
ENSG00000111252	ENSG00000111252	2	ENSG00000111252	protein_coding	SH2B3	10019	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]	12	111405923	111451623	1
ENSG00000111266	ENSG00000111266	2	ENSG00000111266	protein_coding	DUSP16	80824	dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]	12	12473282	12562863	-1
ENSG00000111961	ENSG00000111961	2	ENSG00000111961	protein_coding	SASH1	23328	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]	6	148272304	148552044	1
ENSG00000112159	ENSG00000112159	2	ENSG00000112159	protein_coding	MDN1	23195	midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]	6	89642498	89819794	-1
ENSG00000112406	ENSG00000112406	2	ENSG00000112406	protein_coding	HECA	51696	hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]	6	139135080	139180802	1
ENSG00000112414	ENSG00000112414	2	ENSG00000112414	protein_coding	ADGRG6	57211	adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]	6	142301854	142446266	1
ENSG00000112531	ENSG00000112531	2	ENSG00000112531	protein_coding	QKI	9444	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]	6	163414000	163578592	1
ENSG00000112624	ENSG00000112624	2	ENSG00000112624	protein_coding	BICRAL	23506	BICRA like chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:21111]	6	42782052	42868558	1
ENSG00000113163	ENSG00000113163	2	ENSG00000113163	protein_coding	CERT1	10087	ceramide transporter 1 [Source:HGNC Symbol;Acc:HGNC:2205]	5	75356345	75512138	-1
ENSG00000113300	ENSG00000113300	2	ENSG00000113300	protein_coding	CNOT6	57472	CCR4-NOT transcription complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14099]	5	180494379	180578358	1
ENSG00000113441	ENSG00000113441	2	ENSG00000113441	protein_coding	LNPEP	4012	leucyl and cystinyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:6656]	5	96935394	97037513	1
ENSG00000113494	ENSG00000113494	2	ENSG00000113494	protein_coding	PRLR	5618	prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]	5	35048756	35230487	-1
ENSG00000113658	ENSG00000113658	2	ENSG00000113658	protein_coding	SMAD5	4090	SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]	5	136132845	136188747	1
ENSG00000113742	ENSG00000113742	2	ENSG00000113742	protein_coding	CPEB4	80315	cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]	5	173888349	173961980	1
ENSG00000113916	ENSG00000113916	2	ENSG00000113916	protein_coding	BCL6	604	BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]	3	187721377	187745725	-1
