ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043043	peptide biosynthetic process	73/512	330/4114	1.99817118038369e-07	4.95546452735156e-05	4.93710812224947e-05	GATB/EIF2B3/DDX1/PUM3/RPL6/MRPS33/GGT1/RPL34/RWDD1/RARS1/MRPL3/EIF1B/RPL22/DPH5/RPS25/RPL21/MTIF3/EEF1E1/RPL23/EIF2S2/MRPL34/MRPS36/RPS15A/MRPL47/DNAJC1/MRPL15/RSL24D1/RPS24/METTL5/PPA2/TARBP2/RPL11/RPS27A/EIF2A/RPS3A/RPL37/MRPS28/RPL7/EIF3H/EIF3M/USP16/RPL30/RPL26/MAGOH/RPL22L1/RPL9/RPL39L/RPL36AL/METTL17/RPL27A/RPL13/MRPL1/RPS7/MRPL13/CHCHD1/TRMT10C/MRPL48/RPS27/DALRD3/MRPS23/MRPL30/RPS23/RPL14/RPS4X/RPL23A/RPL39/SARNP/RPS29/RPS28/RPL36A/MRPL33/RBM8A/NDUFA7	73
GO:0043604	amide biosynthetic process	78/512	370/4114	6.05159151370051e-07	0.000137572847078125	0.000137063239371708	GATB/EIF2B3/DDX1/PUM3/RPL6/MRPS33/GGT1/GSTZ1/RPL34/RWDD1/RARS1/MRPL3/EIF1B/RPL22/DPH5/RPS25/RPL21/MTIF3/ACSL3/EEF1E1/RPL23/EIF2S2/PPCS/MRPL34/MRPS36/RPS15A/MTHFS/MRPL47/DNAJC1/MRPL15/RSL24D1/RPS24/METTL5/PPA2/TARBP2/RPL11/RPS27A/EIF2A/RPS3A/RPL37/MRPS28/RPL7/EIF3H/EIF3M/USP16/RPL30/RPL26/MAGOH/RPL22L1/RPL9/RPL39L/RPL36AL/METTL17/RPL27A/RPL13/MRPL1/RPS7/MRPL13/CHCHD1/TRMT10C/MRPL48/GBA/RPS27/DALRD3/MRPS23/MRPL30/RPS23/RPL14/RPS4X/RPL23A/RPL39/SARNP/RPS29/RPS28/RPL36A/MRPL33/RBM8A/NDUFA7	78
GO:0006413	translational initiation	36/512	127/4114	8.42442409146148e-07	0.000176783299396207	0.000176128445377762	EIF2B3/DDX1/RPL6/RPL34/EIF1B/RPL22/RPS25/RPL21/MTIF3/RPL23/EIF2S2/RPS15A/RPS24/RPL11/RPS27A/EIF2A/RPS3A/RPL37/RPL7/EIF3H/EIF3M/RPL30/RPL26/RPL9/RPL27A/RPL13/RPS7/RPS27/RPS23/RPL14/RPS4X/RPL23A/RPL39/RPS29/RPS28/RPL36A	36
GO:0006612	protein targeting to membrane	32/512	108/4114	1.19999605724368e-06	0.00023382780315434	0.000232961640586705	RPL6/RPL34/RPL22/RPS25/RPL21/RPL23/SEC61G/RPS15A/RPS24/RPL11/RPS27A/RPS3A/RPL37/RPL7/SRP19/RPL30/RPL26/RPL9/RPL27A/RPL13/RPS7/RPS27/RPS23/RPL14/RPS4X/RPL23A/RPL39/RPS29/FIS1/RPS28/RPL36A/CHMP4A	32
GO:0000956	nuclear-transcribed mRNA catabolic process	37/512	139/4114	3.15520986937823e-06	0.000573827501577588	0.000571701886507691	RPL6/DDX5/RPL34/MAGOHB/RPL22/RPS25/RPL21/EXOSC9/RPL23/PCID2/RPS15A/RPS24/RPL11/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/LSM6/RPL27A/RPL13/LSM3/RPS7/RPS27/RPS23/RPL14/RPS4X/RPL23A/RPL39/NBDY/RPS29/RPS28/RPL36A/RBM8A	37
GO:0019439	aromatic compound catabolic process	61/512	279/4114	3.44421453096574e-06	0.000587238577529659	0.000585063284141681	PSMA4/RPL6/BLVRB/PSMC6/PSMA3/GSTZ1/PSMC1/PON2/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/SLIRP/RPL21/EXOSC9/NT5C/RPL23/PCID2/RPS15A/MTHFS/RPS24/RPL11/PSMA5/EPHX1/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/HMGB2/LSM6/FASTK/RPL27A/RPL13/HINT1/LSM3/RPS7/MUS81/RNASEH2C/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/TREX1/RPS29/GALT/PAM16/GPX1/RPS28/RPL36A/RBM8A	61
GO:0072594	establishment of protein localization to organelle	55/512	248/4114	6.94300340684749e-06	0.00111414784081647	0.00111002073043221	MIPEP/RPL6/TSPO/PMM1/TIMM9/ACOT8/NAGPA/PDCD5/PHYH/RPL34/SCP2/RPL22/RPS25/CLU/RPL21/RPL23/ROMO1/RPAIN/ATP5IF1/SEC61G/NXT1/RPS15A/RPS24/RPL11/RPS27A/RPS3A/RPL37/RPL7/IMMP1L/TIMM8B/SRP19/CCT8/RPL30/RPL26/RPL9/RPL27A/RPL13/RPS7/RPS27/IMMP2L/NDUFA13/RPS23/RPL14/TOMM7/RPS4X/RPL23A/RPL39/RPS29/FIS1/PAM16/AP4M1/RPS28/RPL36A/CHMP4A/MMP12	55
GO:0006119	oxidative phosphorylation	28/512	96/4114	7.92333558210751e-06	0.00120082552599941	0.00119637733760243	ANTKMT/COX6A1/COX7A2/COX7A2L/NDUFB3/ATP5F1E/NDUFA1/COX7C/UQCR11/COX7B/COX5B/NDUFB5/NDUFS6/NDUFB9/ATPSCKMT/NDUFS4/COX6C/NDUFB6/ATP5F1C/ATP5ME/CYCS/UQCRH/NDUFB1/NDUFA6/NDUFA13/NDUFA4/SDHD/NDUFA7	28
GO:0019083	viral transcription	33/512	123/4114	9.0954391114684e-06	0.0013059135734782	0.00130107611001725	NUP37/RPL6/RPL34/RPL22/RPS25/RPL21/RPL23/RPS15A/GTF2B/RPS24/TARBP2/RPL11/RPS27A/RPS3A/RPL37/RPL7/POLR2K/RPL30/RPL26/RPL9/RPL27A/RPL13/RPS7/RPS27/RPS23/GTF2F2/RPL14/RPS4X/RPL23A/RPL39/RPS29/RPS28/RPL36A	33
GO:0022904	respiratory electron transport chain	25/512	82/4114	1.03754069974382e-05	0.00136746121621838	0.00136239576334151	COX6A1/COX7A2L/NDUFB3/NDUFA1/COX7C/UQCR11/COX7B/COX5B/NDUFB5/NDUFS6/NDUFB9/NDUFAF2/NDUFS4/COX6C/NDUFB6/CYCS/UQCRH/NDUFB1/IMMP2L/NDUFA6/NDUFA13/NDUFA4/SDHD/NDUFA7/SCO2	25
GO:0090150	establishment of protein localization to membrane	39/512	157/4114	1.05266442597456e-05	0.00136746121621838	0.00136239576334151	RPL6/TIMM9/ARFRP1/PDCD5/RPL34/RPL22/RPS25/RPL21/ACSL3/RPL23/ROMO1/SEC61G/RPS15A/RPS24/RPL11/RPS27A/RPS3A/RPL37/RPL7/SRP19/RPL30/RPL26/RPL9/RPL27A/RPL13/RAB26/RPS7/RPS27/NDUFA13/RPS23/RPL14/RPS4X/RPL23A/RPL39/RPS29/FIS1/RPS28/RPL36A/CHMP4A	39
GO:0046700	heterocycle catabolic process	58/512	272/4114	1.38807622758657e-05	0.00172121452220734	0.00171483866967871	PSMA4/RPL6/BLVRB/PSMC6/PSMA3/PSMC1/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/SLIRP/RPL21/EXOSC9/NT5C/RPL23/PCID2/RPS15A/MTHFS/RPS24/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/HMGB2/LSM6/FASTK/RPL27A/RPL13/HINT1/LSM3/RPS7/MUS81/RNASEH2C/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/TREX1/RPS29/GALT/PAM16/GPX1/RPS28/RPL36A/RBM8A	58
GO:0034655	nucleobase-containing compound catabolic process	56/512	261/4114	1.63184253094144e-05	0.00186436673617985	0.00185746060843354	PSMA4/RPL6/PSMC6/PSMA3/PSMC1/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/SLIRP/RPL21/EXOSC9/NT5C/RPL23/PCID2/RPS15A/RPS24/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/HMGB2/LSM6/FASTK/RPL27A/RPL13/HINT1/LSM3/RPS7/MUS81/RNASEH2C/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/TREX1/RPS29/GALT/PAM16/GPX1/RPS28/RPL36A/RBM8A	56
GO:0016071	mRNA metabolic process	73/512	369/4114	1.69290397502165e-05	0.00186436673617985	0.00185746060843354	AKAP8L/MNAT1/PSMA4/DDX1/RPL6/ZMAT5/PHF5A/PSMC6/PSMA3/SRSF5/PSMC1/PQBP1/PSMA2/DDX5/RPL34/MAGOHB/SF3B6/RPL22/BCAS2/SYF2/RPS25/RPL21/EXOSC9/RNF113A/RPL23/SNRPB2/PCID2/CDK7/RPS15A/RPS24/TXNL4B/GEMIN7/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/POLR2K/SAP18/RPL30/SRSF2/RPL26/MAGOH/RPL9/LSM6/FASTK/RPL27A/RPL13/CD2BP2/LSM3/PLRG1/RPS7/TRMT10C/RPS27/SNRPE/RPS23/GTF2F2/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/SARNP/RPS29/RPS28/PPIL3/RPL36A/SRSF8/RBM8A/GTF2H5	73
GO:1901361	organic cyclic compound catabolic process	59/512	280/4114	1.70854722890382e-05	0.00186436673617985	0.00185746060843354	PSMA4/RPL6/BLVRB/PSMC6/PSMA3/GSTZ1/PSMC1/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/SLIRP/RPL21/EXOSC9/NT5C/RPL23/PCID2/RPS15A/MTHFS/RPS24/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/HMGB2/LSM6/FASTK/RPL27A/RPL13/HINT1/LSM3/RPS7/MUS81/RNASEH2C/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/TREX1/RPS29/GALT/PAM16/GPX1/RPS28/RPL36A/RBM8A	59
GO:0034660	ncRNA metabolic process	42/512	178/4114	1.88661419339185e-05	0.00197949366137422	0.00197216107179666	GATB/WDR18/TRMT11/DDX1/RTRAF/PIN4/RARS1/RRP9/RPF1/EXOSC9/RPP40/EEF1E1/RNF113A/WDR74/RPS24/METTL5/WDR12/PPA2/TARBP2/DUS3L/RPL11/RPL7/TRPT1/RPL26/LSM6/DCAF13/POP5/MRPL1/RPS7/TRMT10C/ZBTB8OS/RPS27/DALRD3/UTP11/TBL3/RPL14/C1D/RPF2/QTRT1/RPS28/RPP21/GTF2H5	42
GO:0044270	cellular nitrogen compound catabolic process	58/512	275/4114	1.96857578500829e-05	0.00198899064500097	0.00198162287598105	PSMA4/RPL6/BLVRB/PSMC6/PSMA3/PSMC1/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/SLIRP/RPL21/EXOSC9/NT5C/RPL23/PCID2/RPS15A/MTHFS/RPS24/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/HMGB2/LSM6/FASTK/RPL27A/RPL13/HINT1/LSM3/RPS7/MUS81/RNASEH2C/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/TREX1/RPS29/GALT/PAM16/GPX1/RPS28/RPL36A/RBM8A	58
GO:0046034	ATP metabolic process	37/512	150/4114	2.11575209908702e-05	0.0020613470451105	0.00205371124806116	AK2/NUP37/TSPO/ANTKMT/GALK1/ENO3/COX6A1/COX7A2/COX7A2L/NDUFB3/ATP5F1E/NDUFA1/COX7C/UQCR11/ATP5IF1/COX7B/COX5B/NDUFB5/GUK1/NDUFS6/NDUFB9/ATPSCKMT/NDUFS4/COX6C/NDUFB6/ATP5F1C/ATP5ME/CYCS/UQCRH/NDUFB1/NDUFA6/NDUFA13/NDUFA4/SDHD/TMSB4X/TREX1/NDUFA7	37
GO:0019080	viral gene expression	33/512	128/4114	2.25918295975555e-05	0.00212519003938384	0.00211731775030447	NUP37/RPL6/RPL34/RPL22/RPS25/RPL21/RPL23/RPS15A/GTF2B/RPS24/TARBP2/RPL11/RPS27A/RPS3A/RPL37/RPL7/POLR2K/RPL30/RPL26/RPL9/RPL27A/RPL13/RPS7/RPS27/RPS23/GTF2F2/RPL14/RPS4X/RPL23A/RPL39/RPS29/RPS28/RPL36A	33
GO:0006886	intracellular protein transport	80/512	419/4114	2.51220417054253e-05	0.00228443099241334	0.00227596883099678	AKAP8L/MIPEP/DERL2/NUP37/DYNLL1/RPL6/TSPO/PMM1/TIMM9/SRSF5/ARFRP1/ACOT8/NAGPA/PDCD5/PHYH/C17orf75/IFT20/RPL34/MAGOHB/PDCD10/SCP2/RPL22/RPS25/IFT43/ENY2/SIL1/ARL1/CLU/RPL21/ARL4A/RPL23/ROMO1/PCID2/RPAIN/AP1M2/ATP5IF1/SELENOS/SEC61G/NXT1/RPS15A/OS9/TXN/ARL3/RPS24/RPL11/RPS27A/RPS3A/RPL37/RPL7/IMMP1L/TIMM8B/SRP19/RPL30/SRSF2/RPL26/MAGOH/RPL9/RPL27A/RPL13/RPS7/RPS27/IMMP2L/NDUFA13/RPS23/RPL14/TOMM7/RPS4X/RPL23A/RPL39/SNX2/SARNP/RPS29/FIS1/PAM16/AP4M1/RPS28/RPL36A/CHMP4A/MMP12/RBM8A	80
GO:0006396	RNA processing	68/512	342/4114	2.88033511678371e-05	0.00253469490276967	0.00252530569491869	AKAP8L/MNAT1/WDR18/TRMT11/DDX1/RTRAF/ZMAT5/PHF5A/SRSF5/PQBP1/PIN4/DDX5/MAGOHB/RRP9/SF3B6/BCAS2/RPF1/SYF2/EXOSC9/RPP40/RNF113A/SNRPB2/WDR74/CDK7/RPS24/METTL5/WDR12/TARBP2/TXNL4B/DUS3L/GEMIN7/RPL11/RPL7/POLR2K/TRPT1/SAP18/SRSF2/RPL26/MAGOH/LSM6/FASTK/DCAF13/POP5/CD2BP2/MRPL1/LSM3/PLRG1/RPS7/TRMT10C/ZBTB8OS/RPS27/SNRPE/UTP11/TBL3/GTF2F2/RPL14/C1D/RPF2/NBDY/SARNP/QTRT1/RPS28/PPIL3/RPP21/SNHG1/SRSF8/RBM8A/GTF2H5	68
GO:0042775	mitochondrial ATP synthesis coupled electron transport	22/512	72/4114	3.40234733545668e-05	0.00290050110347682	0.00288975684873327	COX6A1/COX7A2L/NDUFB3/NDUFA1/COX7C/UQCR11/COX7B/COX5B/NDUFB5/NDUFS6/NDUFB9/NDUFS4/COX6C/NDUFB6/CYCS/UQCRH/NDUFB1/NDUFA6/NDUFA13/NDUFA4/SDHD/NDUFA7	22
GO:0034470	ncRNA processing	37/512	154/4114	3.9502964127427e-05	0.0032655783678673	0.00325348176641201	WDR18/TRMT11/DDX1/RTRAF/PIN4/RRP9/RPF1/EXOSC9/RPP40/RNF113A/WDR74/RPS24/METTL5/WDR12/TARBP2/DUS3L/RPL11/RPL7/TRPT1/RPL26/LSM6/DCAF13/POP5/MRPL1/RPS7/TRMT10C/ZBTB8OS/RPS27/UTP11/TBL3/RPL14/C1D/RPF2/QTRT1/RPS28/RPP21/GTF2H5	37
GO:0007005	mitochondrion organization	49/512	226/4114	4.29141582894238e-05	0.00336315540844372	0.00335069735476218	MIPEP/FUNDC1/POLRMT/TSPO/TIMM9/PDCD5/COX7A2/FAM162A/COX7A2L/NDUFB3/SLIRP/CLU/ZNF205/ATP5F1E/NDUFA1/ALKBH7/ROMO1/ATP5IF1/COX16/NDUFB5/COX17/NDUFS6/DYNLT1/NDUFB9/IMMP1L/TIMM8B/CHCHD6/NDUFAF2/NDUFS4/NDUFB6/ATP5F1C/ATP5ME/TMEM126B/CYCS/GBA/COX14/HIGD1A/NDUFB1/IMMP2L/NDUFA6/NDUFA13/TOMM7/SDHAF1/FIS1/PAM16/GPX1/COX19/NDUFA7/SCO2	49
GO:0042773	ATP synthesis coupled electron transport	22/512	73/4114	4.31489880115579e-05	0.00336315540844372	0.00335069735476218	COX6A1/COX7A2L/NDUFB3/NDUFA1/COX7C/UQCR11/COX7B/COX5B/NDUFB5/NDUFS6/NDUFB9/NDUFS4/COX6C/NDUFB6/CYCS/UQCRH/NDUFB1/NDUFA6/NDUFA13/NDUFA4/SDHD/NDUFA7	22
GO:0006401	RNA catabolic process	48/512	221/4114	4.91807347564667e-05	0.00372680678932337	0.00371300167079524	PSMA4/RPL6/PSMC6/PSMA3/PSMC1/PSMA2/DDX5/RPL34/MAGOHB/RPL22/RPS25/SLIRP/RPL21/EXOSC9/RPL23/PCID2/RPS15A/RPS24/RPL11/PSMA5/RPS27A/RPS3A/RPL37/RPL7/RPL30/RPL26/MAGOH/RPL9/LSM6/FASTK/RPL27A/RPL13/LSM3/RPS7/RNASEH2C/RPS27/RPS23/RPL14/PSMD12/RPS4X/RPL23A/RPL39/NBDY/PSMB10/RPS29/RPS28/RPL36A/RBM8A	48
GO:0055114	oxidation-reduction process	61/512	303/4114	5.27457145412197e-05	0.00378485830218744	0.00377083814487111	MDH1/ACADVL/BLVRB/ECHDC1/DHRS7/ACOT8/DECR1/ILVBL/ETHE1/PHYH/ENO3/LDHB/COX6A1/COX7A2/COX7A2L/SCP2/NDUFB3/CISD1/NDUFA1/ALKBH7/COX7C/UQCR11/SRD5A3/TXNDC17/DOHH/RTN4IP1/COX7B/SELENOS/COX5B/NDUFB5/TXN/DUS3L/MGST3/NDUFS6/NDUFB9/OXNAD1/NDUFAF2/NDUFS4/COX6C/NDUFB6/ALKBH3/GPX4/ECI1/UGP2/CYCS/GLRX/UQCRH/HIGD1A/NDUFB1/TXNRD2/IMMP2L/NDUFA6/NDUFA13/WWOX/NDUFA4/SELENOM/SDHD/TREX1/GPX1/NDUFA7/SCO2	61
GO:0033365	protein localization to organelle	71/512	368/4114	5.38338846647217e-05	0.00378485830218744	0.00377083814487111	MIPEP/DDX1/RPL6/TSPO/PMM1/ATP6V1D/TIMM9/ARFRP1/ACOT8/NAGPA/PDCD5/PHYH/IFT20/RPL34/MTCH2/SCP2/RPL22/RPS25/CRIPT/ARL1/CLU/RPL21/RPL23/ROMO1/RPAIN/ABHD17A/ATP5IF1/SEC61G/NXT1/PPHLN1/RPS15A/OS9/TXN/ARL3/RPS24/RPL11/RPS27A/RPS3A/RPL37/RPL7/IMMP1L/TIMM8B/SRP19/CCT8/RPL30/RPL26/RPL9/RPL27A/RPL13/MIS12/PLRG1/RPS7/RPS27/IMMP2L/NDUFA13/RPS23/RPL14/TOMM7/RPF2/RPS4X/DDRGK1/RPL23A/RPL39/RPS29/FIS1/PAM16/AP4M1/RPS28/RPL36A/CHMP4A/MMP12	71
GO:0033108	mitochondrial respiratory chain complex assembly	20/512	64/4114	5.4109044642709e-05	0.00378485830218744	0.00377083814487111	NDUFB3/NDUFA1/COX16/NDUFB5/COX17/NDUFS6/NDUFB9/NDUFAF2/NDUFS4/NDUFB6/TMEM126B/COX14/NDUFB1/IMMP2L/NDUFA6/NDUFA13/SDHAF1/COX19/NDUFA7/SCO2	20
GO:0022613	ribonucleoprotein complex biogenesis	42/512	186/4114	5.77202024266566e-05	0.00393651780549798	0.00392193585962177	WDR18/DDX1/RPL6/SRSF5/PIN4/PAK1IP1/RRP9/RPF1/EXOSC9/RPP40/EIF2S2/WDR74/RSL24D1/RPS24/METTL5/WDR12/TARBP2/GEMIN7/RPL11/EIF2A/RPL7/EIF3H/EIF3M/RPL26/LSM6/DCAF13/METTL17/POP5/CD2BP2/MRPL1/RPS7/RBIS/RPS27/SNRPE/UTP11/TBL3/RPL14/C1D/RPF2/RPL23A/RPS28/GTF2H5	42
GO:0045333	cellular respiration	28/512	106/4114	5.94617548962838e-05	0.00395638213066005	0.00394172660185378	MDH1/COX6A1/COX7A2L/NDUFB3/CISD1/NDUFA1/COX7C/UQCR11/COX7B/COX5B/NDUFB5/NDUFS6/NDUFB9/NDUFAF2/NDUFS4/COX6C/NDUFB6/CYCS/UQCRH/NDUFB1/IMMP2L/NDUFA6/NDUFA13/NDUFA4/SDHD/TREX1/NDUFA7/SCO2	28
GO:0022900	electron transport chain	27/512	101/4114	6.42634074540022e-05	0.00417406132225043	0.00415859944978029	COX6A1/COX7A2/COX7A2L/NDUFB3/NDUFA1/COX7C/UQCR11/COX7B/COX5B/NDUFB5/NDUFS6/NDUFB9/NDUFAF2/NDUFS4/COX6C/NDUFB6/CYCS/GLRX/UQCRH/NDUFB1/IMMP2L/NDUFA6/NDUFA13/NDUFA4/SDHD/NDUFA7/SCO2	27
