gene_id	genes	cluster	original_id	gene_biotype	external_gene_name	entrezgene_id	description	chromosome_name	start_position	end_position	strand
ENSG00000067836	ENSG00000067836	7	ENSG00000067836	protein_coding	ROGDI	79641	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	16	4796968	4802880	-1
ENSG00000068137	ENSG00000068137	7	ENSG00000068137	protein_coding	PLEKHH3	79990	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]	17	42667914	42676994	-1
ENSG00000068985	ENSG00000068985	7	ENSG00000068985	protein_coding	PAGE1	8712	PAGE family member 1 [Source:HGNC Symbol;Acc:HGNC:4107]	X	49687447	49695984	-1
ENSG00000069509	ENSG00000069509	7	ENSG00000069509	protein_coding	FUNDC1	139341	FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746]	X	44523639	44542859	-1
ENSG00000070785	ENSG00000070785	7	ENSG00000070785	protein_coding	EIF2B3	8891	eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]	1	44850522	44986722	-1
ENSG00000072778	ENSG00000072778	7	ENSG00000072778	protein_coding	ACADVL	37	acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]	17	7217125	7225266	1
ENSG00000072849	ENSG00000072849	7	ENSG00000072849	protein_coding	DERL2	51009	derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]	17	5471254	5486811	-1
ENSG00000075188	ENSG00000075188	7	ENSG00000075188	protein_coding	NUP37	79023	nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]	12	102073103	102120120	-1
ENSG00000078668	ENSG00000078668	7	ENSG00000078668	protein_coding	VDAC3	7419	voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]	8	42391624	42405937	1
ENSG00000079785	ENSG00000079785	7	ENSG00000079785	protein_coding	DDX1	1653	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	2	15591178	15634346	1
ENSG00000080608	ENSG00000080608	7	ENSG00000080608	protein_coding	PUM3	9933	pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]	9	2720469	2844095	-1
ENSG00000083099	ENSG00000083099	7	ENSG00000083099	protein_coding	LYRM2	57226	LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]	6	89568144	89638749	-1
ENSG00000083457	ENSG00000083457	7	ENSG00000083457	protein_coding	ITGAE	3682	integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]	17	3714628	3801188	-1
ENSG00000085231	ENSG00000085231	7	ENSG00000085231	protein_coding	AK6	102157402	adenylate kinase 6 [Source:HGNC Symbol;Acc:HGNC:49151]	5	69350984	69370013	-1
ENSG00000086065	ENSG00000086065	7	ENSG00000086065	protein_coding	CHMP5	51510	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]	9	33264879	33282070	1
ENSG00000086848	ENSG00000086848	7	ENSG00000086848	protein_coding	ALG9	79796	ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]	11	111782195	111871581	-1
ENSG00000087302	ENSG00000087302	7	ENSG00000087302	protein_coding	RTRAF	51637	RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]	14	51989514	52010694	1
ENSG00000088986	ENSG00000088986	7	ENSG00000088986	protein_coding	DYNLL1	8655	dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]	12	120469850	120498493	1
ENSG00000089009	ENSG00000089009	7	ENSG00000089009	protein_coding	RPL6	6128	ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]	12	112405189	112418838	-1
ENSG00000090013	ENSG00000090013	7	ENSG00000090013	protein_coding	BLVRB	645	biliverdin reductase B [Source:HGNC Symbol;Acc:HGNC:1063]	19	40447765	40465764	-1
ENSG00000090263	ENSG00000090263	7	ENSG00000090263	protein_coding	MRPS33	51650	mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]	7	141002610	141015228	-1
ENSG00000090339	ENSG00000090339	7	ENSG00000090339	protein_coding	ICAM1	3383	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]	19	10271093	10286615	1
ENSG00000092841	ENSG00000092841	7	ENSG00000092841	protein_coding	MYL6	4637	myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]	12	56158346	56163496	1
ENSG00000093144	ENSG00000093144	7	ENSG00000093144	protein_coding	ECHDC1	55862	ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]	6	127288712	127343609	-1
ENSG00000095794	ENSG00000095794	7	ENSG00000095794	protein_coding	CREM	1390	cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]	10	35126791	35212958	1
ENSG00000099821	ENSG00000099821	7	ENSG00000099821	protein_coding	POLRMT	5442	RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200]	19	617221	633537	-1
ENSG00000100031	ENSG00000100031	7	ENSG00000100031	protein_coding	GGT1	2678	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]	22	24594811	24629005	1
ENSG00000100258	ENSG00000100258	7	ENSG00000100258	protein_coding	LMF2	91289	lipase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:25096]	22	50502949	50507702	-1
ENSG00000100300	ENSG00000100300	7	ENSG00000100300	protein_coding	TSPO	706	translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]	22	43151547	43163242	1
ENSG00000100319	ENSG00000100319	7	ENSG00000100319	protein_coding	ZMAT5	55954	zinc finger matrin-type 5 [Source:HGNC Symbol;Acc:HGNC:28046]	22	29730956	29767011	-1
ENSG00000100410	ENSG00000100410	7	ENSG00000100410	protein_coding	PHF5A	84844	PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]	22	41459717	41468692	-1
ENSG00000100417	ENSG00000100417	7	ENSG00000100417	protein_coding	PMM1	5372	phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]	22	41576900	41589871	-1
ENSG00000100442	ENSG00000100442	7	ENSG00000100442	protein_coding	FKBP3	2287	FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]	14	45115599	45135319	-1
ENSG00000100519	ENSG00000100519	7	ENSG00000100519	protein_coding	PSMC6	5706	proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]	14	52707178	52728590	1
ENSG00000100554	ENSG00000100554	7	ENSG00000100554	protein_coding	ATP6V1D	51382	ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]	14	67294371	67360265	-1
ENSG00000100567	ENSG00000100567	7	ENSG00000100567	protein_coding	PSMA3	5684	proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]	14	58244843	58272012	1
ENSG00000100575	ENSG00000100575	7	ENSG00000100575	protein_coding	TIMM9	26520	translocase of inner mitochondrial membrane 9 [Source:HGNC Symbol;Acc:HGNC:11819]	14	58408495	58427531	-1
ENSG00000100577	ENSG00000100577	7	ENSG00000100577	protein_coding	GSTZ1	2954	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]	14	77320996	77331597	1
ENSG00000100612	ENSG00000100612	7	ENSG00000100612	protein_coding	DHRS7	51635	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]	14	60144119	60169856	-1
ENSG00000100650	ENSG00000100650	7	ENSG00000100650	protein_coding	SRSF5	6430	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]	14	69726900	69772005	1
ENSG00000100749	ENSG00000100749	7	ENSG00000100749	protein_coding	VRK1	7443	VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]	14	96797304	96954846	1
ENSG00000100764	ENSG00000100764	7	ENSG00000100764	protein_coding	PSMC1	5700	proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]	14	90256527	90275429	1
ENSG00000101246	ENSG00000101246	7	ENSG00000101246	protein_coding	ARFRP1	10139	ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]	20	63698642	63708025	-1
ENSG00000101464	ENSG00000101464	7	ENSG00000101464	protein_coding	PIGU	128869	phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]	20	34560542	34698790	-1
ENSG00000101473	ENSG00000101473	7	ENSG00000101473	protein_coding	ACOT8	10005	acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]	20	45841721	45857405	-1
ENSG00000101608	ENSG00000101608	7	ENSG00000101608	protein_coding	MYL12A	10627	myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]	18	3247481	3256236	1
ENSG00000101901	ENSG00000101901	7	ENSG00000101901	protein_coding	ALG13	79868	ALG13 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]	X	111665811	111760649	1
ENSG00000101940	ENSG00000101940	7	ENSG00000101940	protein_coding	WDR13	64743	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	X	48590042	48608869	1
ENSG00000102103	ENSG00000102103	7	ENSG00000102103	protein_coding	PQBP1	10084	polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]	X	48890197	48903402	1
ENSG00000102309	ENSG00000102309	7	ENSG00000102309	protein_coding	PIN4	5303	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]	X	72181353	72302926	1
ENSG00000102804	ENSG00000102804	7	ENSG00000102804	protein_coding	TSC22D1	8848	TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]	13	44432143	44577147	-1
ENSG00000103121	ENSG00000103121	7	ENSG00000103121	protein_coding	CMC2	56942	C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]	16	80966448	81020270	-1
ENSG00000103152	ENSG00000103152	7	ENSG00000103152	protein_coding	MPG	4350	N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]	16	77007	85851	1
ENSG00000103174	ENSG00000103174	7	ENSG00000103174	protein_coding	NAGPA	51172	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:17378]	16	5024844	5034141	-1
ENSG00000103253	ENSG00000103253	7	ENSG00000103253	protein_coding	HAGHL	84264	hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]	16	726936	735525	1
ENSG00000103254	ENSG00000103254	7	ENSG00000103254	protein_coding	ANTKMT	65990	adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]	16	720581	722590	1
ENSG00000103260	ENSG00000103260	7	ENSG00000103260	protein_coding	METRN	79006	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]	16	715118	719655	1
ENSG00000103494	ENSG00000103494	7	ENSG00000103494	protein_coding	RPGRIP1L	23322	RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]	16	53598153	53703938	-1
ENSG00000103978	ENSG00000103978	7	ENSG00000103978	protein_coding	TMEM87A	25963	transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]	15	42210447	42273534	-1
ENSG00000104140	ENSG00000104140	7	ENSG00000104140	protein_coding	RHOV	171177	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	15	40872214	40874234	-1
ENSG00000104147	ENSG00000104147	7	ENSG00000104147	protein_coding	OIP5	11339	Opa interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:20300]	15	41309273	41332591	-1
ENSG00000104221	ENSG00000104221	7	ENSG00000104221	protein_coding	BRF2	55290	BRF2 RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:17298]	8	37843268	37849861	-1
ENSG00000104325	ENSG00000104325	7	ENSG00000104325	protein_coding	DECR1	1666	2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]	8	90001405	90053633	1
ENSG00000104671	ENSG00000104671	7	ENSG00000104671	protein_coding	DCTN6	10671	dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]	8	30156319	30183639	1
ENSG00000104691	ENSG00000104691	7	ENSG00000104691	protein_coding	UBXN8	7993	UBX domain protein 8 [Source:HGNC Symbol;Acc:HGNC:30307]	8	30729131	30767006	1
ENSG00000104853	ENSG00000104853	7	ENSG00000104853	protein_coding	CLPTM1	1209	CLPTM1 regulator of GABA type A receptor forward trafficking [Source:HGNC Symbol;Acc:HGNC:2087]	19	44954585	44993341	1
ENSG00000105135	ENSG00000105135	7	ENSG00000105135	protein_coding	ILVBL	10994	ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]	19	15114984	15125786	-1
ENSG00000105185	ENSG00000105185	7	ENSG00000105185	protein_coding	PDCD5	9141	programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]	19	32581190	32587453	1
ENSG00000105619	ENSG00000105619	7	ENSG00000105619	protein_coding	TFPT	29844	TCF3 fusion partner [Source:HGNC Symbol;Acc:HGNC:13630]	19	54107020	54115657	-1
ENSG00000105755	ENSG00000105755	7	ENSG00000105755	protein_coding	ETHE1	23474	ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]	19	43506719	43527230	-1
ENSG00000105854	ENSG00000105854	7	ENSG00000105854	protein_coding	PON2	5445	paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205]	7	95404862	95435329	-1
ENSG00000106066	ENSG00000106066	7	ENSG00000106066	protein_coding	CPVL	54504	carboxypeptidase vitellogenic like [Source:HGNC Symbol;Acc:HGNC:14399]	7	28995235	29195451	-1
ENSG00000106399	ENSG00000106399	7	ENSG00000106399	protein_coding	RPA3	6119	replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291]	7	7636518	7718607	-1
ENSG00000106588	ENSG00000106588	7	ENSG00000106588	protein_coding	PSMA2	5683	proteasome 20S subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531]	7	42916828	42932185	-1
ENSG00000107537	ENSG00000107537	7	ENSG00000107537	protein_coding	PHYH	5264	phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]	10	13277796	13302412	-1
ENSG00000107625	ENSG00000107625	7	ENSG00000107625	protein_coding	DDX50	79009	DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]	10	68901286	68946847	1
ENSG00000107672	ENSG00000107672	7	ENSG00000107672	protein_coding	NSMCE4A	54780	NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]	10	121957091	121975217	-1
ENSG00000107821	ENSG00000107821	7	ENSG00000107821	protein_coding	KAZALD1	81621	Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]	10	101061989	101068131	1
ENSG00000107872	ENSG00000107872	7	ENSG00000107872	protein_coding	FBXL15	79176	F-box and leucine rich repeat protein 15 [Source:HGNC Symbol;Acc:HGNC:28155]	10	102419189	102423136	1
ENSG00000108384	ENSG00000108384	7	ENSG00000108384	protein_coding	RAD51C	5889	RAD51 paralog C [Source:HGNC Symbol;Acc:HGNC:9820]	17	58692573	58735611	1
ENSG00000108479	ENSG00000108479	7	ENSG00000108479	protein_coding	GALK1	2584	galactokinase 1 [Source:HGNC Symbol;Acc:HGNC:4118]	17	75751594	75765236	-1
ENSG00000108515	ENSG00000108515	7	ENSG00000108515	protein_coding	ENO3	2027	enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]	17	4948092	4957131	1
ENSG00000108590	ENSG00000108590	7	ENSG00000108590	protein_coding	MED31	51003	mediator complex subunit 31 [Source:HGNC Symbol;Acc:HGNC:24260]	17	6643311	6651634	-1
ENSG00000108641	ENSG00000108641	7	ENSG00000108641	protein_coding	B9D1	27077	B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]	17	19334308	19378193	-1
ENSG00000108654	ENSG00000108654	7	ENSG00000108654	protein_coding	DDX5	1655	DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]	17	64498254	64508199	-1
ENSG00000108666	ENSG00000108666	7	ENSG00000108666	protein_coding	C17orf75	64149	chromosome 17 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:30173]	17	32324565	32350023	-1
ENSG00000108784	ENSG00000108784	7	ENSG00000108784	protein_coding	NAGLU	4669	N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]	17	42536241	42544449	1
ENSG00000109065	ENSG00000109065	7	ENSG00000109065	protein_coding	NAT9	26151	N-acetyltransferase 9 (putative) [Source:HGNC Symbol;Acc:HGNC:23133]	17	74770529	74776367	-1
ENSG00000109083	ENSG00000109083	7	ENSG00000109083	protein_coding	IFT20	90410	intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989]	17	28328325	28335489	-1
ENSG00000109475	ENSG00000109475	7	ENSG00000109475	protein_coding	RPL34	6164	ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340]	4	108620569	108630412	1
ENSG00000109625	ENSG00000109625	7	ENSG00000109625	protein_coding	CPZ	8532	carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333]	4	8592660	8619759	1
ENSG00000109919	ENSG00000109919	7	ENSG00000109919	protein_coding	MTCH2	23788	mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]	11	47617315	47642607	-1
ENSG00000110195	ENSG00000110195	7	ENSG00000110195	protein_coding	FOLR1	2348	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]	11	72189558	72196323	1
ENSG00000110200	ENSG00000110200	7	ENSG00000110200	protein_coding	ANAPC15	25906	anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:24531]	11	72106378	72112780	-1
ENSG00000110442	ENSG00000110442	7	ENSG00000110442	protein_coding	COMMD9	29099	COMM domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25014]	11	36269284	36289449	-1
ENSG00000110871	ENSG00000110871	7	ENSG00000110871	protein_coding	COQ5	84274	coenzyme Q5, methyltransferase [Source:HGNC Symbol;Acc:HGNC:28722]	12	120503279	120534434	-1
ENSG00000111196	ENSG00000111196	7	ENSG00000111196	protein_coding	MAGOHB	55110	mago homolog B, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:25504]	12	10604193	10613609	-1
ENSG00000111716	ENSG00000111716	7	ENSG00000111716	protein_coding	LDHB	3945	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]	12	21635342	21757857	-1
ENSG00000111775	ENSG00000111775	7	ENSG00000111775	protein_coding	COX6A1	1337	cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]	12	120438090	120440737	1
ENSG00000111832	ENSG00000111832	7	ENSG00000111832	protein_coding	RWDD1	51389	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	6	116571409	116597675	1
ENSG00000111845	ENSG00000111845	7	ENSG00000111845	protein_coding	PAK1IP1	55003	PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]	6	10694972	10709782	1
ENSG00000111897	ENSG00000111897	7	ENSG00000111897	protein_coding	SERINC1	57515	serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464]	6	122443351	122471807	-1
ENSG00000112511	ENSG00000112511	7	ENSG00000112511	protein_coding	PHF1	5252	PHD finger protein 1 [Source:HGNC Symbol;Acc:HGNC:8919]	6	33410399	33416453	1
ENSG00000112695	ENSG00000112695	7	ENSG00000112695	protein_coding	COX7A2	1347	cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288]	6	75237675	75250323	-1
ENSG00000113387	ENSG00000113387	7	ENSG00000113387	protein_coding	SUB1	10923	SUB1 regulator of transcription [Source:HGNC Symbol;Acc:HGNC:19985]	5	32531633	32604079	1
ENSG00000113643	ENSG00000113643	7	ENSG00000113643	protein_coding	RARS1	5917	arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870]	5	168486451	168519301	1
ENSG00000114021	ENSG00000114021	7	ENSG00000114021	protein_coding	NIT2	56954	nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]	3	100334739	100361635	1
ENSG00000114023	ENSG00000114023	7	ENSG00000114023	protein_coding	FAM162A	26355	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]	3	122384161	122412334	1
ENSG00000114209	ENSG00000114209	7	ENSG00000114209	protein_coding	PDCD10	11235	programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]	3	167683298	167734939	-1
ENSG00000114383	ENSG00000114383	7	ENSG00000114383	protein_coding	TUSC2	11334	tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]	3	50320027	50328251	-1
ENSG00000114491	ENSG00000114491	7	ENSG00000114491	protein_coding	UMPS	7372	uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]	3	124730433	124749273	1
ENSG00000114686	ENSG00000114686	7	ENSG00000114686	protein_coding	MRPL3	11222	mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]	3	131462212	131502983	-1
ENSG00000114767	ENSG00000114767	7	ENSG00000114767	protein_coding	RRP9	9136	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]	3	51933429	51941904	-1
ENSG00000114784	ENSG00000114784	7	ENSG00000114784	protein_coding	EIF1B	10289	eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792]	3	40309707	40312424	1
ENSG00000114854	ENSG00000114854	7	ENSG00000114854	protein_coding	TNNC1	7134	troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]	3	52451100	52454041	-1
ENSG00000115042	ENSG00000115042	7	ENSG00000115042	protein_coding	FAHD2A	51011	fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]	2	95402708	95416616	1
ENSG00000115128	ENSG00000115128	7	ENSG00000115128	protein_coding	SF3B6	51639	splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]	2	24067586	24076373	-1
ENSG00000115289	ENSG00000115289	7	ENSG00000115289	protein_coding	PCGF1	84759	polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]	2	74505043	74507695	-1
ENSG00000115514	ENSG00000115514	7	ENSG00000115514	protein_coding	TXNDC9	10190	thioredoxin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24110]	2	99318982	99340702	-1
ENSG00000115685	ENSG00000115685	7	ENSG00000115685	protein_coding	PPP1R7	5510	protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]	2	241149576	241183652	1
ENSG00000115944	ENSG00000115944	7	ENSG00000115944	protein_coding	COX7A2L	9167	cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]	2	42333546	42425088	-1
ENSG00000116161	ENSG00000116161	7	ENSG00000116161	protein_coding	CACYBP	27101	calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]	1	174999163	175012027	1
ENSG00000116171	ENSG00000116171	7	ENSG00000116171	protein_coding	SCP2	6342	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	1	52927276	53051698	1
ENSG00000116209	ENSG00000116209	7	ENSG00000116209	protein_coding	TMEM59	9528	transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]	1	54026681	54053504	-1
ENSG00000116251	ENSG00000116251	7	ENSG00000116251	protein_coding	RPL22	6146	ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]	1	6185020	6209389	-1
ENSG00000116661	ENSG00000116661	7	ENSG00000116661	protein_coding	FBXO2	26232	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]	1	11637018	11655785	-1
ENSG00000116752	ENSG00000116752	7	ENSG00000116752	protein_coding	BCAS2	10286	BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975]	1	114567557	114581629	-1
