gene_id	genes	cluster	original_id	gene_biotype	external_gene_name	entrezgene_id	description	chromosome_name	start_position	end_position	strand
ENSG00000154678	ENSG00000154678	10	ENSG00000154678	protein_coding	PDE1C	5137	phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776]	7	31751179	32428131	-1
ENSG00000156510	ENSG00000156510	10	ENSG00000156510	protein_coding	HKDC1	80201	hexokinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23302]	10	69220332	69267552	1
ENSG00000157551	ENSG00000157551	10	ENSG00000157551	protein_coding	KCNJ15	3772	potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]	21	38155549	38307357	1
ENSG00000158731	ENSG00000158731	10	ENSG00000158731	unprocessed_pseudogene	OR10J6P	NA	olfactory receptor family 10 subfamily J member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:14994]	1	159598298	159599227	1
ENSG00000160097	ENSG00000160097	10	ENSG00000160097	protein_coding	FNDC5	252995	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]	1	32862268	32872482	-1
ENSG00000160321	ENSG00000160321	10	ENSG00000160321	protein_coding	ZNF208	7757	zinc finger protein 208 [Source:HGNC Symbol;Acc:HGNC:12999]	19	21932958	22010949	-1
ENSG00000162891	ENSG00000162891	10	ENSG00000162891	protein_coding	IL20	50604	interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002]	1	206865623	206869223	1
ENSG00000165507	ENSG00000165507	10	ENSG00000165507	protein_coding	DEPP1	11067	DEPP autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:23355]	10	44970981	44978809	-1
ENSG00000166183	ENSG00000166183	10	ENSG00000166183	protein_coding	ASPG	374569	asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]	14	104085686	104115582	1
ENSG00000169429	ENSG00000169429	10	ENSG00000169429	protein_coding	CXCL8	3576	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	4	73740519	73743716	1
ENSG00000172789	ENSG00000172789	10	ENSG00000172789	protein_coding	HOXC5	3222	homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]	12	54033050	54035361	1
ENSG00000173567	ENSG00000173567	10	ENSG00000173567	protein_coding	ADGRF3	165082	adhesion G protein-coupled receptor F3 [Source:HGNC Symbol;Acc:HGNC:18989]	2	26308173	26346817	-1
ENSG00000174171	ENSG00000174171	10	ENSG00000174171	lncRNA		NA	novel transcript, antisense to SPTBN5	15	41892777	41899528	1
ENSG00000175097	ENSG00000175097	10	ENSG00000175097	protein_coding	RAG2	5897	recombination activating 2 [Source:HGNC Symbol;Acc:HGNC:9832]	11	36575574	36598279	-1
ENSG00000175164	ENSG00000175164	10	ENSG00000175164	protein_coding	ABO	28	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]	9	133233278	133276024	-1
ENSG00000175356	ENSG00000175356	10	ENSG00000175356	protein_coding	SCUBE2	57758	signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]	11	9019476	9138114	-1
ENSG00000175893	ENSG00000175893	10	ENSG00000175893	protein_coding	ZDHHC21	340481	zinc finger DHHC-type palmitoyltransferase 21 [Source:HGNC Symbol;Acc:HGNC:20750]	9	14611071	14693432	-1
ENSG00000177606	ENSG00000177606	10	ENSG00000177606	protein_coding	JUN	3725	Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]	1	58776845	58784048	-1
ENSG00000179388	ENSG00000179388	10	ENSG00000179388	protein_coding	EGR3	1960	early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]	8	22687659	22693480	-1
ENSG00000180190	ENSG00000180190	10	ENSG00000180190	protein_coding	TDRP	157695	testis development related protein [Source:HGNC Symbol;Acc:HGNC:26951]	8	489803	545781	-1
ENSG00000181350	ENSG00000181350	10	ENSG00000181350	protein_coding	LRRC75A	388341	leucine rich repeat containing 75A [Source:HGNC Symbol;Acc:HGNC:32403]	17	16441577	16492193	-1
ENSG00000183798	ENSG00000183798	10	ENSG00000183798	protein_coding	EMILIN3	90187	elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]	20	41359962	41366818	-1
ENSG00000184697	ENSG00000184697	10	ENSG00000184697	protein_coding	CLDN6	9074	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]	16	3014712	3020071	-1
ENSG00000185338	ENSG00000185338	10	ENSG00000185338	protein_coding	SOCS1	8651	suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]	16	11254417	11256204	-1
ENSG00000185668	ENSG00000185668	10	ENSG00000185668	protein_coding	POU3F1	5453	POU class 3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9214]	1	38043829	38046793	-1
ENSG00000197140	ENSG00000197140	10	ENSG00000197140	protein_coding	ADAM32	203102	ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]	8	39106990	39284917	1
ENSG00000198576	ENSG00000198576	10	ENSG00000198576	protein_coding	ARC	23237	activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]	8	142611049	142614479	-1
ENSG00000204577	ENSG00000204577	10	ENSG00000204577	protein_coding	LILRB3	11025	leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]	19	54216278	54223506	-1
ENSG00000204577	ENSG00000204577	10	ENSG00000204577	protein_coding	LILRB3	102725035	leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]	19	54216278	54223506	-1
ENSG00000204577	ENSG00000204577	10	ENSG00000204577	protein_coding	LILRB3	107987425	leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]	19	54216278	54223506	-1
ENSG00000204577	ENSG00000204577	10	ENSG00000204577	protein_coding	LILRB3	107987462	leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]	19	54216278	54223506	-1
ENSG00000213386	ENSG00000213386	10	ENSG00000213386	processed_pseudogene		NA	family with sequence similarity 58, member A (FAM58A) pseudogene	5	172762521	172763258	-1
ENSG00000215837	ENSG00000215837	10	ENSG00000215837	transcribed_unprocessed_pseudogene	SDHAP2	NA	SDHA pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:27408]	3	195658096	195685904	1
ENSG00000220793	ENSG00000220793	10	ENSG00000220793	processed_pseudogene	RPL21P119	NA	ribosomal protein L21 pseudogene 119 [Source:HGNC Symbol;Acc:HGNC:35614]	16	9156402	9156881	-1
ENSG00000223773	ENSG00000223773	10	ENSG00000223773	transcribed_unprocessed_pseudogene	CD99P1	NA	CD99 molecule pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7083]	X	2609415	2623453	1
ENSG00000223963	ENSG00000223963	10	ENSG00000223963	processed_pseudogene	THAP12P8	NA	THAP domain containing 12 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39572]	1	240769420	240771534	-1
ENSG00000226945	ENSG00000226945	10	ENSG00000226945	processed_pseudogene	RPL13AP8	NA	ribosomal protein L13a pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36966]	1	206907619	206908229	1
ENSG00000227047	ENSG00000227047	10	ENSG00000227047	lncRNA		NA	novel transcript	2	20499571	20501311	-1
ENSG00000230832	ENSG00000230832	10	ENSG00000230832	processed_pseudogene	SSBL4P	NA	small RNA binding exonuclease protection factor La like 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:54985]	1	147082338	147083578	-1
ENSG00000232748	ENSG00000232748	10	ENSG00000232748	lncRNA		NA	novel transcript, antisense to ZNF668	16	31056460	31062803	1
ENSG00000233321	ENSG00000233321	10	ENSG00000233321	lncRNA	LINC02669	101927880	long intergenic non-protein coding RNA 2669 [Source:HGNC Symbol;Acc:HGNC:54155]	10	3432519	3502915	-1
ENSG00000233825	ENSG00000233825	10	ENSG00000233825	lncRNA	EPC1-AS2	NA	EPC1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56646]	10	32346499	32347179	1
ENSG00000235885	ENSG00000235885	10	ENSG00000235885	lncRNA	LINC01828	101927661	long intergenic non-protein coding RNA 1828 [Source:HGNC Symbol;Acc:HGNC:52634]	2	67086446	67311439	1
ENSG00000236581	ENSG00000236581	10	ENSG00000236581	lncRNA	STARD13-AS	NA	STARD13 antisense RNA [Source:HGNC Symbol;Acc:HGNC:40873]	13	33180401	33281584	1
ENSG00000241104	ENSG00000241104	10	ENSG00000241104	transcribed_processed_pseudogene	CEACAMP10	284344	CEA cell adhesion molecule pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:1822]	19	43211791	43248646	-1
ENSG00000241544	ENSG00000241544	10	ENSG00000241544	lncRNA	LINC02029	105374177	long intergenic non-protein coding RNA 2029 [Source:HGNC Symbol;Acc:HGNC:52863]	3	157081738	157088547	1
ENSG00000243629	ENSG00000243629	10	ENSG00000243629	lncRNA	LINC00880	339894	long intergenic non-protein coding RNA 880 [Source:HGNC Symbol;Acc:HGNC:27948]	3	157081667	157128595	-1
ENSG00000246022	ENSG00000246022	10	ENSG00000246022	lncRNA	ALDH1L1-AS2	100862662	ALDH1L1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:42446]	3	126180012	126210169	1
ENSG00000246366	ENSG00000246366	10	ENSG00000246366	lncRNA	LACTB2-AS1	286190	LACTB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27841]	8	70608577	70663279	1
ENSG00000248905	ENSG00000248905	10	ENSG00000248905	protein_coding	FMN1	342184	formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]	15	32765544	33194714	-1
ENSG00000251205	ENSG00000251205	10	ENSG00000251205	lncRNA		NA	novel transcript	5	143531331	143598434	1
ENSG00000253295	ENSG00000253295	10	ENSG00000253295	lncRNA		101928093	novel transcript	5	172755457	172762587	1
ENSG00000253722	ENSG00000253722	10	ENSG00000253722	lncRNA		NA	novel transcript	8	93733216	93734022	1
ENSG00000254559	ENSG00000254559	10	ENSG00000254559	lncRNA		NA	novel transcript	11	203623	205470	1
ENSG00000254721	ENSG00000254721	10	ENSG00000254721	lncRNA		NA	novel transcript	11	70206291	70207390	-1
ENSG00000257097	ENSG00000257097	10	ENSG00000257097	lncRNA	CLIP1-AS1	NA	CLIP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48586]	12	122395542	122400857	1
ENSG00000257270	ENSG00000257270	10	ENSG00000257270	lncRNA		NA	novel transcript, antisense to MTA1	14	105467793	105470617	-1
ENSG00000257342	ENSG00000257342	10	ENSG00000257342	lncRNA		NA	novel transcript, antisense to OS9	12	57694132	57721510	-1
ENSG00000259527	ENSG00000259527	10	ENSG00000259527	lncRNA	LINC00052	145978	long intergenic non-protein coding RNA 52 [Source:HGNC Symbol;Acc:HGNC:26455]	15	87576929	87579866	1
ENSG00000259884	ENSG00000259884	10	ENSG00000259884	lncRNA	NR4A1AS	115409980	NR4A1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:54409]	12	52058459	52059503	-1
ENSG00000260081	ENSG00000260081	10	ENSG00000260081	transcribed_processed_pseudogene	MRFAP1P1	105373383	MRFAP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55909]	X	153599315	153613937	1
ENSG00000260278	ENSG00000260278	10	ENSG00000260278	lncRNA	BMP2K-DT	NA	BMP2K divergent transcript [Source:HGNC Symbol;Acc:HGNC:55396]	4	78773654	78775973	-1
ENSG00000262202	ENSG00000262202	10	ENSG00000262202	lncRNA		NA	novel transcript	17	19112000	19112636	-1
ENSG00000263934	ENSG00000263934	10	ENSG00000263934	snoRNA	SNORD3A	NA	small nucleolar RNA, C/D box 3A [Source:HGNC Symbol;Acc:HGNC:33189]	17	19188016	19188714	1
ENSG00000265185	ENSG00000265185	10	ENSG00000265185	snoRNA	SNORD3B-1	NA	small nucleolar RNA, C/D box 3B-1 [Source:HGNC Symbol;Acc:HGNC:10168]	17	19061912	19062669	1
ENSG00000266642	ENSG00000266642	10	ENSG00000266642	lncRNA		NA	novel transcript, antisense to DHRS13	17	28897738	28899402	1
ENSG00000267040	ENSG00000267040	10	ENSG00000267040	lncRNA	ATP8B1-AS1	100505549	ATP8B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56042]	18	57630280	57669296	1
ENSG00000267598	ENSG00000267598	10	ENSG00000267598	lncRNA		NA	novel transcript, antisense to IER2	19	13153071	13154193	-1
ENSG00000268279	ENSG00000268279	10	ENSG00000268279	protein_coding		NA	novel transcript	3	14135217	14148252	1
ENSG00000270022	ENSG00000270022	10	ENSG00000270022	lncRNA		NA	RNA, U12 small nuclear	22	42615244	42615907	1
ENSG00000271680	ENSG00000271680	10	ENSG00000271680	processed_pseudogene		NA	La ribonucleoprotein domain family, member 1B (LARP1B) pseudogene	1	206905928	206906393	1
ENSG00000271698	ENSG00000271698	10	ENSG00000271698	protein_coding		NA	novel transcript	8	144353228	144355609	-1
ENSG00000271998	ENSG00000271998	10	ENSG00000271998	lncRNA		NA	novel transcript	5	10195187	10197622	-1
ENSG00000272008	ENSG00000272008	10	ENSG00000272008	lncRNA		124901355	novel transcript, antisense to ZNF292	6	87151159	87155285	-1
ENSG00000272192	ENSG00000272192	10	ENSG00000272192	lncRNA	PDE7A-DT	NA	PDE7A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55223]	8	65842138	65843345	1
ENSG00000272770	ENSG00000272770	10	ENSG00000272770	lncRNA		NA	novel transcript, antisense to PAFAH1B1	17	2683305	2685088	-1
ENSG00000272799	ENSG00000272799	10	ENSG00000272799	lncRNA		NA	novel transcript	18	9912316	9912849	-1
ENSG00000273149	ENSG00000273149	10	ENSG00000273149	lncRNA		NA	novel transcript, antisense to TPT1	13	45340039	45341183	1
ENSG00000273175	ENSG00000273175	10	ENSG00000273175	lncRNA		NA	novel transcript	1	244863782	244865295	1
ENSG00000273199	ENSG00000273199	10	ENSG00000273199	lncRNA		NA	novel transcript, antisense to MORC3	21	36319792	36320670	-1
ENSG00000273338	ENSG00000273338	10	ENSG00000273338	lncRNA		NA	novel transcript, antisense to DNAJB4	1	78004346	78004554	-1
ENSG00000273367	ENSG00000273367	10	ENSG00000273367	lncRNA		NA	novel transcript	1	234372186	234372811	1
ENSG00000273541	ENSG00000273541	10	ENSG00000273541	misc_RNA		NA		13	50104833	50105174	1
ENSG00000274750	ENSG00000274750	10	ENSG00000274750	protein_coding	H3C6	8353	H3 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4769]	6	26224199	26227473	1
ENSG00000275894	ENSG00000275894	10	ENSG00000275894	lncRNA		NA	novel transcript, sense intronic to SDC4	20	45345115	45345823	-1
ENSG00000276107	ENSG00000276107	10	ENSG00000276107	lncRNA	THBS1-IT1	NA	THBS1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:55225]	15	39586561	39587293	1
ENSG00000276216	ENSG00000276216	10	ENSG00000276216	lncRNA		NA	novel transcript	1	145281116	145281462	1
ENSG00000277925	ENSG00000277925	10	ENSG00000277925	misc_RNA	Telomerase-vert	NA	Vertebrate telomerase RNA [Source:RFAM;Acc:RF00024]	3	169764610	169765047	-1
ENSG00000278952	ENSG00000278952	10	ENSG00000278952	TEC		NA	TEC	11	65118310	65119111	1
ENSG00000279086	ENSG00000279086	10	ENSG00000279086	TEC		NA	TEC	7	116209234	116211511	-1
ENSG00000279328	ENSG00000279328	10	ENSG00000279328	TEC		124906280	TEC	3	126432796	126434569	-1
ENSG00000279602	ENSG00000279602	10	ENSG00000279602	TEC		NA	TEC	17	43360033	43361361	-1
ENSG00000279863	ENSG00000279863	10	ENSG00000279863	TEC		NA	TEC	10	50334538	50336123	1
ENSG00000280109	ENSG00000280109	10	ENSG00000280109	lncRNA	PLAC4	191585	placenta enriched 4 [Source:HGNC Symbol;Acc:HGNC:14616]	21	41175231	41186788	-1
ENSG00000280162	ENSG00000280162	10	ENSG00000280162	TEC		NA	TEC	20	1320710	1324367	1
ENSG00000281383	ENSG00000281383	10	ENSG00000281383	lncRNA		NA	novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1	21	8254592	8255514	-1
ENSG00000283239	ENSG00000283239	10	ENSG00000283239	protein_coding	KBTBD11-OT1	104266957	KBTBD11 overlapping transcript 1 [Source:NCBI gene (formerly Entrezgene);Acc:104266957]	8	1763888	1958627	1
ENSG00000283415	ENSG00000283415	10	ENSG00000283415	lncRNA		NA	novel transcript	11	6821942	6926878	-1
ENSG00000283849	ENSG00000283849	10	ENSG00000283849	lncRNA		NA	novel transcript, antisense CSRNP1	3	39152906	39154723	1
ENSG00000285774	ENSG00000285774	10	ENSG00000285774	lncRNA	SAMD4A-AS1	NA	SAMD4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54803]	14	54684026	54729324	-1
ENSG00000286153	ENSG00000286153	10	ENSG00000286153	lncRNA		NA	novel transcript, antisense to RUNX1	21	34836286	34884882	1
ENSG00000286787	ENSG00000286787	10	ENSG00000286787	lncRNA		NA	novel transcript, antisense to PSMF1	20	1023874	1118493	-1
ENSG00000286810	ENSG00000286810	10	ENSG00000286810	lncRNA		NA	novel transcript	10	22439954	22479480	-1
ENSG00000287190	ENSG00000287190	10	ENSG00000287190	lncRNA		NA	novel transcript	1	146050441	146052244	-1
ENSG00000287653	ENSG00000287653	10	ENSG00000287653	lncRNA		NA	novel transcript	10	1957589	1960190	1
ENSG00000287978	ENSG00000287978	10	ENSG00000287978	lncRNA		NA	novel transcript	1	146387202	146388092	1
